FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0085237	CG34208	CG34208	uncharacterized protein	LOSS	8.099738129	8.607579981	10.02247945	14.87918355	9.554048183	7.717598211	7.116509115	7.78456125	9.707359387	12.96807141	10.44827025	7.239881304	9.316925178	12.22615775	7.292311489	9.952074388	9.659191281	6.865037061	8.694453095	8.291100937	11.56190687	12.81786332	7.620485136	9.375450089
FBgn0033033	CG11066	scaf	scarface	LOSS	34.54604824	44.02514401	50.56263819	50.74043519	39.10760374	40.24480098	35.65791781	47.21198765	53.50940618	50.57314287	38.51361351	40.03160828	24.33121997	24.74207904	32.01708106	27.16198806	28.49067851	27.745979	24.76236497	27.73652401	32.11649562	29.89724042	26.46672541	27.58268764
FBgn0030086	CG7033	CCT2	Chaperonin containing TCP1 subunit 2	LOSS	36.34798629	45.02298537	49.37141646	45.61421872	40.94642691	38.29350627	34.82761179	47.1904138	50.94519011	51.59247425	42.18181293	38.12555531	34.98874306	38.28682001	40.57603804	34.7989671	40.07875941	34.50435968	34.37198925	46.39524438	42.88044266	38.57608324	40.99951526	40.0652828
FBgn0000533	CG4920	ea	easter	LOSS	15.90125407	18.96480558	17.67271893	18.95678224	17.76493511	15.59230158	15.96981308	20.32634169	19.09003926	20.75504219	17.26663999	13.86644869	16.77187579	17.07906359	13.53263081	17.36411911	18.87182212	13.88068234	18.27714108	20.93076155	15.79076184	19.56804937	18.850662	14.68716842
FBgn0031979	CG7429	CCDC53	Coiled-coil domain containing 53	LOSS	6.862155458	8.464948327	8.638787083	8.77975703	8.594464135	7.740564282	6.518939647	7.549525505	7.82950677	10.6213571	8.827561024	6.525367391	7.089988863	7.748697065	5.197660621	8.044287592	7.51148414	7.609934758	7.300685805	9.459871909	9.454119192	9.8674215	8.248217932	5.439192418
FBgn0037719	CG9424	bocks	bocksbeutel	LOSS	21.0699563	28.40289401	33.29446841	33.62325149	29.20588224	27.26575083	21.85177826	30.5175692	32.58871679	39.34236393	30.83761318	26.08412331	21.38726798	25.0272625	27.69788893	24.6647392	28.61809046	26.12962803	23.76106237	28.8721161	30.58305109	25.44623681	27.73443129	26.10126907
FBgn0036597	CG4962	CG4962	uncharacterized protein	LOSS	9.278769777	16.64609515	35.89692774	37.58654154	30.25185074	21.0000603	6.803897604	20.82067657	37.60401114	31.89618619	27.14227904	17.83579101	2.851449969	4.035298412	14.11623531	7.356496644	14.32761453	14.86601095	4.774086002	10.49301548	14.34740686	7.079633811	13.68095889	10.33773736
FBgn0037327	CG2087	PEK	pancreatic eIF-2alpha kinase	LOSS	12.92321385	14.726026	14.75287663	16.88865533	16.24001162	13.95415157	13.41617014	15.02211384	17.06912868	20.62176065	15.23528704	12.34999248	12.36062308	12.69069469	11.29195546	11.01321564	12.90909029	11.09875499	11.09778335	12.52862351	11.39430834	11.73505545	12.70987248	10.13957704
FBgn0034451	CG11242	TBCB	tubulin-binding cofactor B	LOSS	18.56176205	24.73378367	26.19286551	27.47842359	23.75484719	21.48551341	19.57141729	24.76407621	27.58534018	26.8908769	27.07547726	19.92918809	19.95342466	21.46278669	27.83979735	21.57398437	24.07835701	21.13467517	20.54306885	25.09926573	25.75315947	23.09591582	24.76106535	24.24335377
FBgn0085419	CG34390	Rgk2	"Rad, Gem/Kir family member 2"	LOSS	15.2169803	17.37262639	20.12720838	20.28905389	20.37550826	18.90449305	16.13983869	19.65175509	21.81911925	20.22449156	19.57582238	18.31407858	18.52672838	21.17101351	17.06370754	15.952895	20.20399229	18.16299055	17.5872722	18.88331502	16.90622164	17.87896804	19.19353088	17.65577382
FBgn0001961	CG8978	Arpc1	"Actin-related protein 2/3 complex, subunit 1"	LOSS	59.01029934	66.55807705	65.04636557	69.22384411	72.25842394	63.76904554	52.97663059	66.9406258	66.90657886	70.68341782	68.43653328	60.41694086	53.51901593	63.1832324	56.22610343	55.29848428	61.50253089	57.28885885	58.63233958	69.56908123	65.51417831	64.35687726	69.1730225	56.07770728
FBgn0030396	CG2556	CG2556	uncharacterized protein	LOSS	1.590350368	2.216043627	3.778315665	3.796408492	3.718072356	2.71832776	2.059175091	2.165403841	3.592577957	4.801885784	3.379556132	2.793288778	2.574380367	2.982337733	2.852176394	2.581979349	2.898078501	2.304946409	2.000026103	2.020795917	3.573582598	2.398641958	2.476183758	2.154677808
FBgn0029158	CG5231	Las	Lipoic acid synthase	LOSS	22.87991785	24.02623848	24.5951013	26.60897187	27.39311376	24.79897804	22.4950106	25.53247405	23.81961438	27.90367907	27.40122948	25.9414642	22.50423297	27.83804835	22.37391335	24.0468218	24.23067804	23.64834195	24.22161915	27.25589563	23.70982937	23.91186083	26.31644093	24.28910201
FBgn0033996	CG11807	CG11807	uncharacterized protein	LOSS	16.56356705	18.20186261	17.73978409	18.5638047	19.15662254	18.00859872	16.44524107	17.1908923	18.81864693	20.07282528	18.32173005	16.32926695	17.18232165	18.13038883	16.65429	14.72894691	17.4287402	13.44880412	16.18340747	17.15436395	16.72240562	15.70045462	18.26514205	17.41594982
FBgn0040074	CG13057	retinin	retinin	LOSS	104.0170452	136.7115636	140.1328986	204.8688561	142.0072009	112.6183823	71.93797852	122.3288196	114.0417424	206.8110735	129.4561455	89.57506205	57.15763622	63.65038508	121.0424492	66.50690696	106.084735	118.7954968	62.86590772	105.8541088	108.292626	64.50014556	83.08332764	60.30734483
FBgn0033226	CG1882	CG1882	uncharacterized protein	LOSS	34.81253908	40.45311937	38.56228758	45.97431012	41.15854412	39.31243837	32.38199915	42.38397439	41.80313233	55.28088143	42.03194343	35.95582873	30.20883953	33.14082811	25.59893945	30.76198147	36.51467329	27.7608278	31.71165259	35.12766728	31.58644875	33.85723904	37.82180771	29.02084133
FBgn0027329	CG8231	CCT6	Chaperonin containing TCP1 subunit 6	LOSS	27.29715726	37.06920378	35.98904584	36.26928228	35.57688385	33.45634166	29.12195864	36.37199585	37.94759919	43.76743926	34.17942313	31.94326157	28.53413675	32.44666211	28.22928065	28.44578995	32.71571975	28.20715684	28.37898412	35.09784482	36.51860658	34.68771484	35.3807394	29.65755768
FBgn0032587	CG5953	CG5953	uncharacterized protein	LOSS	7.000113412	7.944555927	8.625881185	9.912197339	8.844048041	7.456969781	7.455927769	7.629782762	9.013111881	11.13502732	7.463423522	7.126738943	7.863737879	8.37156483	8.990588889	7.452521336	7.877656528	6.259229901	8.296431164	7.284426111	6.903853495	7.276704017	8.308371404	7.766425163
FBgn0263864	CG6829	Dark	Death-associated APAF1-related killer	LOSS	10.04525611	10.89732533	11.39483674	11.44057746	11.13587743	10.74956633	9.949218832	10.92252743	11.56186394	13.13923769	10.76758764	10.35274856	9.632840929	10.43399003	9.550131111	9.241553797	9.835917936	7.727459727	9.606097573	9.556452701	7.927800351	9.437876016	9.435434294	8.121363284
FBgn0037008	CG5047	mTerf3	mitochondrial transcription termination factor 3	LOSS	8.91048975	10.57549645	11.77866378	12.03839409	10.81511072	10.39238676	9.286073578	10.99853026	10.64599304	13.84039162	11.66012954	10.40249849	10.2267862	11.63603787	9.08665758	10.58519648	9.761948635	10.69281001	10.75203719	13.73490209	10.92625631	12.00029909	9.997662021	10.18440468
FBgn0284244	CG31728	l(2)k05911	lethal (2) k05911	LOSS	2.011269448	2.49304908	2.809980872	2.857573891	2.519001973	2.288139021	2.254981681	2.362884632	3.013612647	3.091850418	2.596730151	1.912158557	1.015268793	1.095850827	0.829664181	1.30402105	1.402914774	1.429604328	1.13886923	1.231529131	1.074610255	1.630093022	1.32638259	1.48634062
FBgn0053116	CG33116	CG33116	uncharacterized protein	LOSS	14.66444854	15.68874198	17.5727777	23.02774181	19.22706898	16.87886136	14.59942024	16.29307411	17.80072136	22.27141152	21.14561652	17.24947835	13.52665092	13.97226091	12.60727191	12.73745154	13.85015324	11.59041104	13.87928221	12.29142512	12.82151628	14.13238513	13.33440009	14.2988585
FBgn0032034	CG17295	Rcd4	Reduction in Cnn dots 4	LOSS	6.798454922	9.359987815	10.34217265	11.2078364	11.1303043	10.51093798	9.190944014	7.649669644	9.942186202	11.00705952	11.62195176	13.4715975	6.900081013	9.960112919	13.71767501	6.840458874	9.96171566	9.405809889	7.472722306	10.45907867	10.47751623	8.817409389	9.493214975	12.19083193
FBgn0037010	CG4825	CG4825	uncharacterized protein	LOSS	35.12164215	37.49429012	54.52280995	61.98123687	61.69651527	52.35078903	35.75041508	38.50574479	50.10078543	61.23346135	60.31319415	53.8271521	45.21666957	47.539567	59.96951299	52.75727459	68.71954471	72.29755617	48.01256065	51.86962382	69.02052701	58.26312446	72.16099785	59.40207886
FBgn0039254	CG13645	Nmnat	Nicotinamide mononucleotide adenylyltransferase	LOSS	19.86891906	23.30281012	24.9382615	24.26559703	27.20330949	24.11297184	20.53476997	23.1894674	23.10796278	25.84494356	28.07253844	25.26570822	21.63418492	23.54357449	23.67990545	18.67581652	21.05495061	23.44784261	22.96498401	23.51525352	22.85982936	21.06840756	23.98812424	24.46240811
FBgn0031881	CG3476	MME1	Mitochondrial Magnesium Exporter 1	LOSS	11.73318348	14.00112383	14.07172215	16.53549056	15.95660987	14.53268239	10.36514313	13.44041852	17.27147379	27.51285771	16.62630349	12.07477622	10.89477194	12.26122992	9.22102956	10.20490675	14.30184282	9.840674181	10.78950203	11.80954672	11.61492133	11.24780376	13.57371793	10.97722065
FBgn0044011	CG1859	Spn43Ad	Serpin 43Ad	LOSS	4.196392659	4.568268705	5.319193003	7.255582389	6.58036493	5.414960964	5.002760132	4.593949157	4.806392856	6.848758276	5.841272747	4.562844188	6.96758371	7.470233468	5.860620646	9.258034174	9.189320363	6.668824659	7.771578186	8.947286765	7.005906263	9.484640484	8.269875264	5.832287273
FBgn0041337	CG18559	Cyp309a2	Cyp309a2	LOSS	0.158966041	0.324474934	0.29505285	0.655172904	0.575166322	0.296514215	0.283013739	0.287318284	0.341537167	0.812193661	0.418080439	0.372987377	0.398955581	0.550476852	0	0.714344953	0.550565433	0.555776552	0.306474757	0.398668266	0.281410103	0.63495798	0.421893663	0.348399607
FBgn0031216	CG11376	Zir	Zizimin-related	LOSS	13.63218081	13.05809524	14.52329465	15.41701565	15.43264128	14.91350453	13.67770488	12.98766488	14.81681533	19.23246236	15.26166619	13.85227003	12.80130856	12.42503961	13.64388713	12.91294965	14.56755275	10.67494182	12.33146258	12.19510502	10.40084092	12.34504208	13.62158293	13.08598626
FBgn0265101	CG9617	Sgt1	suppressor-of-G2-allele-of-skp1	LOSS	26.8367887	34.74184524	33.29653738	36.34437933	37.25846285	34.72587657	26.76069787	31.49590969	45.1511685	41.49970337	36.06011218	32.87258812	28.18106401	33.93193175	34.00454295	28.8240684	28.32314682	31.68582939	28.72775516	37.42670039	36.41209843	33.71220734	36.56826515	38.86452348
FBgn0036945	CG6981	Ssk	Snakeskin	LOSS	6.800607366	7.284811566	8.037966866	8.879416828	9.312333944	6.753007683	4.807738155	6.145774347	7.514252337	13.45000638	9.100186516	6.564957594	21.19773622	23.69445893	16.83983353	18.40689217	22.52422892	17.89704022	21.97818321	23.46785759	19.06945164	21.8004691	26.76023168	23.08861618
FBgn0259936	CR32957	Uhg3	U snoRNA host gene 3	LOSS	10.69445943	11.54675363	12.66910822	12.37041678	14.05294115	12.4860988	9.931332497	11.24906069	14.63637335	14.79423477	14.10931464	11.45922771	12.31990106	14.52381612	16.19461383	13.57101053	12.93808503	12.76049908	12.63607717	15.78659118	12.78679034	12.88508988	13.54523138	21.23797934
FBgn0000489	CG6117	Pka-C3	"Protein kinase, cAMP-dependent, catalytic subunit 3"	LOSS	28.07100629	26.27420473	33.04479921	37.05323894	42.03310269	39.17346869	28.08845396	26.96782485	35.42357767	37.48081208	38.77148955	38.44712583	26.98384024	27.42126265	35.29644579	25.25325445	26.44032157	26.82621822	25.83583037	23.25108554	26.71546614	23.1066365	27.83964347	36.20281887
FBgn0037468	CG1943	CG1943	uncharacterized protein	LOSS	90.35925165	83.6511294	119.3555634	125.7395793	164.1379128	148.8249185	89.8224081	87.61517959	109.0785728	158.7970965	172.1328593	153.3558359	76.34868264	72.0343393	98.13074294	72.66793991	114.2488103	112.8863489	72.99086828	82.36605438	89.0383512	75.75454433	117.6793858	100.530109
FBgn0036505	CG7945	CG7945	uncharacterized protein	LOSS	43.34139138	45.38137197	44.72570507	46.60743271	51.17487168	46.84535166	40.3215302	43.17951691	45.46767227	51.09338631	50.31560333	50.18129596	46.2131616	45.2766972	45.9314505	43.47517012	46.077279	43.74496367	44.94423835	48.16408046	45.56658448	45.75085809	47.17198659	46.34122297
FBgn0036489	CG7011	CG7011	uncharacterized protein	LOSS	11.27715907	11.55378814	12.66678217	13.34979919	15.2782281	13.76831131	11.0924987	12.36103301	14.10187744	14.35343019	15.98710959	12.36424788	11.46923031	13.63400536	8.901879231	12.65584602	15.06087682	11.79346331	13.10965564	13.71080711	12.49323958	12.06607387	14.61070777	14.87291107
FBgn0034380	CG15087	Vps51	Vacuolar protein sorting 51	LOSS	7.859724619	8.462757175	8.295418611	8.973603589	9.751076398	9.188930705	8.299650829	8.381067202	8.613815139	9.890260273	9.214299222	8.533358857	8.747158868	8.492901317	5.795591052	8.294551455	9.059475904	8.033748174	9.600574758	9.323583408	7.625709464	8.522407057	9.080271414	7.560211213
FBgn0030217	CG2124	CG2124	uncharacterized protein	LOSS	3.038106561	2.695575713	3.142167909	4.030024583	3.709748028	3.466237801	3.052612345	2.713825499	3.201687329	3.698974148	3.297695873	3.160988538	3.074123407	3.157562987	2.675170652	2.688207235	3.368609162	2.176830844	3.375272949	2.793502976	2.524342357	3.56898423	3.091628947	2.876135412
FBgn0036263	CG5632	thoc6	thoc6	LOSS	4.151457194	3.940653744	3.934146715	4.290040492	5.340373831	5.047920565	4.129787673	3.644955805	3.69827534	4.555886513	5.459162954	4.36125591	3.398839717	3.519804721	4.48514041	3.757496639	5.219860617	4.505551094	4.790208182	4.365278168	4.289979559	3.89883062	5.449237174	4.256765979
FBgn0036145	CG7607	CG7607	uncharacterized protein	LOSS	156.3670574	140.685596	153.6122877	172.8289627	183.9940108	193.2454321	139.5602835	130.4708885	151.5224236	183.0520096	188.6380192	175.4037753	151.2922581	144.4769731	125.7533852	154.446981	148.8843304	141.1472761	146.8165133	150.5085815	149.6686091	146.112424	164.8596507	181.7707146
FBgn0029831	CG5966	CG5966	uncharacterized protein	LOSS	17.11442554	16.39789573	16.50653545	32.96856602	35.59425917	25.20444846	21.9446251	14.88971535	19.58438658	23.81489468	37.97153449	25.06812693	22.26046639	16.2265309	10.36370856	16.45984547	16.26037192	15.95859008	16.19055049	18.1707217	17.21894727	15.60733824	17.12234169	17.43881001
FBgn0003449	CG4528	snf	sans fille	LOSS	33.99411052	32.91421923	34.01298586	34.4934489	38.39875007	39.05090596	33.12514822	34.47498249	33.02515402	37.43489536	38.4085242	35.88974522	34.41589128	32.86968028	35.08294253	33.43382751	37.45782446	34.47787219	33.63243533	39.82817616	34.76040499	34.15833636	35.19766483	34.76288414
FBgn0031873	CG9207	Gas41	Gas41	LOSS	8.54972358	8.405136898	8.981596095	11.33349288	12.09208185	11.89407085	10.50532298	8.672565571	9.907482069	11.1578691	11.70177286	11.40465996	11.604383	10.9223278	11.87605014	11.3312008	10.18031786	12.6997348	11.02332446	10.54373603	10.2960363	10.9838055	11.73132253	12.65429602
FBgn0035046	CG3683	ND-19	NADH dehydrogenase (ubiquinone) 19 kDa subunit	LOSS	74.5029917	68.05561654	67.11064765	83.62182065	83.56365726	82.60791432	77.29009424	73.31247753	65.39236112	82.97882623	87.59685769	87.04234716	76.93881151	68.28087572	53.30951656	85.34770361	86.33963129	88.71594919	90.78943889	72.76035734	72.98935038	92.19915952	83.11191488	79.98326027
FBgn0037150	CG7133	CG7133	uncharacterized protein	LOSS	11.0059236	10.32834619	13.20334485	11.45076643	12.69164291	15.19191024	10.94847556	11.28039997	10.96826237	11.81265285	14.03153759	14.67759492	11.96859894	11.02064663	14.41004252	10.33116007	13.73109259	15.00548108	11.82350078	11.94946065	13.35316708	11.45129273	13.56582591	14.56099785
FBgn0039977	CG17454	CG17454	uncharacterized protein	LOSS	46.79966738	40.25501743	44.40315885	43.3340081	51.43546104	51.5320545	44.68463515	36.92219472	46.293237	50.49332035	52.34962068	53.48799618	49.4975826	47.9132253	54.2160922	47.0435565	43.52917876	49.79196599	47.16424824	45.13127544	43.93815765	43.14364095	48.77618699	62.06868521
FBgn0013746	CG9556	alien	alien	LOSS	19.73855371	20.13551356	19.45336189	21.37677494	22.3318804	21.61889849	19.95995653	17.51036929	17.71601322	21.07228091	20.89998976	22.47576311	19.96951505	20.17848788	20.31349122	19.41365701	19.96446744	21.26888221	23.2210432	21.12315656	20.87444179	19.26946532	21.26964261	23.50620866
FBgn0033100	CG3420	CG3420	uncharacterized protein	LOSS	23.16368666	24.1006367	26.988271	26.76492188	29.21089989	35.87215023	23.35674786	21.67424652	21.32870606	29.19016321	31.80802758	37.30961809	21.15706086	23.0972862	28.34749497	27.09979492	28.45300833	34.92184687	26.63056263	26.14499149	31.25617419	27.11815839	28.83392414	30.05990922
FBgn0032251	CG13142	Nse4	Non-SMC element 4	LOSS	5.016261743	4.989703437	4.983114803	5.206440677	6.931491569	6.397518818	4.734048001	4.501319776	4.358664797	6.532482346	5.769510057	5.257345891	5.153176259	6.069360166	4.522573926	5.806933166	5.166844831	4.042011285	4.777862872	4.353710591	4.6276328	4.707155158	5.156478109	4.434176814
FBgn0047205	CR32385	lncRNA:CR32385	long non-coding RNA:CR32385	LOSS	1.272676027	0.930531538	1.297437168	1.390393061	1.839789103	2.589688832	1.254335458	0.789641203	0.787068266	1.183391385	1.633602175	2.005604755	0.03575399	0.075897185	0.030782919	0.082604983	0.030363759	0.054336135	0.0676085	0.054443034	0.147955483	0	0.050412903	0.090831171
FBgn0035534	CG15016	mRpS6	mitochondrial ribosomal protein S6	LOSS	15.01452822	13.59267524	12.82220756	14.46688541	16.69377273	19.47104288	13.22069103	13.42816464	11.6044944	15.92463621	17.43209025	16.81921925	12.30028338	13.67696285	14.12014454	12.92352321	14.48747791	14.31647572	11.35262984	13.37842189	15.86507708	13.72221037	15.20981894	16.83312773
FBgn0052039	CG32039	CG32039	uncharacterized protein	LOSS	29.55733853	27.21130528	28.94335614	33.24095955	34.6343233	41.52557509	35.97297078	29.21699729	25.53083087	32.46419338	35.04671986	43.9975112	32.77549161	28.98200787	37.20533301	31.83282858	30.27201325	39.02284323	36.16931963	29.64259419	33.9664017	31.52424388	30.85788465	33.01408933
FBgn0010213	CG8905	Sod2	Superoxide dismutase 2 (Mn)	LOSS	89.14335296	89.95608818	91.84098924	91.93757992	98.30405386	114.5454729	93.34429361	91.17340407	87.13413494	93.95933283	100.1083108	105.7578017	83.17103651	89.62238747	83.15185188	86.951616	102.4860341	97.849726	99.53649751	92.53540284	99.79628451	91.26959821	103.0056959	92.52644791
FBgn0036193	CG14135	CG14135	uncharacterized protein	LOSS	11.11188564	11.13436958	10.60201057	11.49094456	11.88505191	16.21069358	10.83528643	11.20379284	9.808830042	12.75920192	12.49879763	14.12884999	12.70489797	11.92527391	15.77520445	10.42332029	11.11981367	14.18540821	13.80979862	12.23924424	11.67245378	10.82827739	12.75496979	13.77773988
FBgn0038425	CG14881	CG14881	uncharacterized protein	LOSS	6.257591127	5.94168813	5.747054719	6.098006264	7.469606355	7.639908434	6.706893473	5.864491468	3.883932147	6.875582008	7.16813589	6.33906658	5.147624695	5.667316278	4.356805238	6.490713932	7.446495923	4.640739	7.259125924	6.177683051	5.481320576	6.976296579	7.258118755	3.989677333
FBgn0030573	CG5310	nmdyn-D6	nmdyn-D6	LOSS	2.544560589	3.139395138	1.637270121	2.405091199	2.738389799	3.624437013	2.471010109	2.095139999	1.666123111	3.299112213	3.301480577	3.866537138	2.714075426	2.394907573	3.390539006	2.459027952	2.937623432	2.695843753	2.264180494	3.322411332	2.802809881	3.252395875	2.251076144	1.689943379
FBgn0033268	CG2297	Obp44a	Odorant-binding protein 44a	LOSS	330.7285531	291.6404032	234.5196319	322.2901219	428.4735806	356.3997649	319.272878	267.9438812	262.0520546	342.5871625	390.5930489	307.0485374	221.394486	234.7570479	143.8517845	203.4956241	288.9028739	223.8291923	280.388032	262.0309814	214.3841443	267.5137924	305.8785696	218.0939151
FBgn0028515	CG4930	EndoGI	Endonuclease G inhibitor	LOSS	29.42290851	29.46928728	29.35721364	29.64562313	31.88600914	33.05027524	29.7303591	27.46347102	27.15143235	32.34637814	31.30038079	30.46180741	29.11638886	30.46577101	28.72395592	32.7939601	30.65097329	30.29815405	32.63287474	33.11335915	31.69657866	31.41865904	32.75761253	30.43503305
FBgn0053198	CG33198	pen-2	presenilin enhancer	LOSS	10.92114201	10.50415938	10.16594061	10.72082556	11.91654108	12.45820759	10.84649992	10.01907968	9.065628374	11.65879808	10.83624849	14.55945648	10.27825785	10.97525997	18.43586671	11.51349785	10.24963277	14.59453567	11.37419986	9.54463365	11.83425192	11.06420463	9.771309691	11.17646415
FBgn0039764	CG15535	CG15535	uncharacterized protein	LOSS	8.55562401	8.382425892	7.578534609	7.704073731	8.867948973	9.9052937	8.251025061	6.87863567	7.877864708	8.052070485	9.962634692	9.255955911	9.884509992	8.11007257	8.127731577	7.80046432	7.073875822	8.32664088	7.192874843	8.328929363	8.105517271	7.975440319	7.725432332	9.522463561
FBgn0051759	CG31759	CG31759	uncharacterized protein	LOSS	1.871237229	1.826713731	1.615772627	1.73022381	1.986981739	2.007300908	1.777645907	1.378577526	1.741729863	2.051568333	2.102272755	2.802041607	1.665373803	2.291779022	2.208424533	1.326769453	1.836969518	1.881209603	1.773639474	1.763460177	1.944330585	1.754831413	1.583438074	2.139713156
FBgn0040323	CG6895	GNBP1	Gram-negative bacteria binding protein 1	LOSS	16.83258904	13.542075	12.47669684	12.1016932	14.19169918	18.62951923	16.50551694	13.08459804	12.39931619	13.66822049	15.69954116	16.07317386	16.61448842	13.73561323	12.50810883	13.616485	15.46598921	13.57074153	17.4132604	15.72857717	14.5743422	15.74268928	14.40688732	14.78924836
FBgn0034942	CG13566	CG13566	uncharacterized protein	LOSS	2.450769806	0.956982853	0.672433061	0.632395464	1.245574512	1.246729541	1.65560372	0.914802198	0.34339942	0.737594243	1.050900122	1.607233348	1.554382283	0.851505172	0.518039265	0.417042559	0.936806412	0.965212019	1.706653825	1.145262943	0.377259345	0.868251374	1.225449521	0.700598555
FBgn0028582	CG8532	lqf	liquid facets	LOSS	73.2046786	67.9901623	61.38566479	50.1115461	75.53599536	91.53904863	77.18554946	71.06447563	60.52081695	52.12792633	69.72866221	82.97703031	54.77223917	55.90102727	63.58418911	44.17969336	48.06573329	55.5138266	54.60532534	56.95796616	58.49954884	45.17543456	49.80218586	62.79306105
FBgn0031627	CG15630	fipi	factor of interpulse interval	LOSS	61.87396192	41.3667006	28.69709934	38.23361523	49.60143884	48.57179662	65.62529364	46.08451215	36.02866517	39.83243551	43.22113074	47.87750847	62.9294572	46.28873894	40.68317575	43.79602406	43.27115256	41.02267054	61.14100811	43.02491135	33.33881214	44.08262313	42.78392623	60.21865305
FBgn0036285	CG10704	toe	twin of eyg	LOSS	5.923737052	5.551189285	4.382846171	4.913097929	6.016903378	6.399720212	5.060628704	4.801447666	4.254861894	4.710461234	5.958726296	6.100030944	4.961968485	7.206412449	3.23292476	3.363950238	4.392876886	4.425497106	3.568348458	3.923686749	7.23605431	4.117533178	4.898341689	3.650277699
FBgn0264005	CG43748	Hmx	H6-like-homeobox	LOSS	2.598700176	2.098168966	2.025820314	1.842197514	2.591726222	2.658654911	2.327305975	2.126670388	1.954149712	2.098677946	2.437665935	2.642214365	1.861468502	1.707489302	1.87171791	1.205446894	1.546218815	1.431665108	1.605801769	1.748274567	1.778804569	1.494718104	1.711456473	1.052798769
FBgn0035914	CG6282	CG6282	uncharacterized protein	LOSS	27.91204459	24.52391018	24.59123059	22.76792834	31.13033457	29.72357354	27.54738104	25.23581267	22.61493637	24.13745178	27.2114196	29.72083591	25.22154739	23.33596985	25.06585438	21.24050163	23.18810269	22.4539848	24.00371273	20.75219615	21.44816549	22.15030613	23.49557083	22.33066595
FBgn0037481	CG10059	MAGE	MAGE	LOSS	9.273749558	8.333076034	7.769787632	6.662059324	8.911207261	9.435286416	8.60320296	7.678477028	7.060262938	7.018877984	9.197326305	9.533808246	9.898054127	8.85989777	8.479894409	8.561485229	7.867530183	9.089596109	9.773192239	8.612506877	9.061385413	7.847137958	10.12912651	11.33405419
FBgn0033054	CG14591	CG14591	uncharacterized protein	LOSS	93.76242024	87.02624575	74.19150937	75.05394982	95.74293055	90.69544356	96.86672911	85.90017308	73.5496977	69.80162528	91.26662854	95.50458471	97.7886917	90.62250625	91.13545784	89.65296355	94.65944487	78.87073275	95.11998077	92.03866619	83.68148373	90.45268578	101.6701573	88.8253523
FBgn0030467	CG1764	CG1764	uncharacterized protein	LOSS	14.54688121	14.96949919	13.55099281	13.84608553	18.63166043	18.9610997	16.33865201	17.3132402	13.59668781	15.28083938	16.63152171	16.28392244	14.90463311	16.34040817	14.14450916	12.96244811	15.0926307	14.42015911	17.53544192	16.73643084	15.15946738	16.33945217	17.89529656	14.3714304
FBgn0052195	CG32195	CG32195	uncharacterized protein	LOSS	4.008106081	3.184027206	2.52243126	3.292488823	4.127770161	4.067902699	4.016574385	2.945789438	2.647795728	3.797993335	3.970474787	4.109659925	4.217039305	3.840406757	3.064169357	4.513865266	4.793409973	3.464939013	4.477792312	3.852802129	3.165891072	4.257681872	4.155665341	4.520722874
FBgn0037956	CG6959	CG6959	uncharacterized protein	LOSS	19.3339885	17.27642143	16.51854833	17.11199924	18.8448277	18.36698311	18.82180553	17.55916644	15.84073376	18.2319996	18.74269686	18.18532715	17.42703382	16.01342022	17.36628971	14.79557613	16.66892737	15.30404866	16.43394167	16.30975841	14.94943961	15.10988478	17.45831329	18.07665389
FBgn0035911	CG6638	CG6638	uncharacterized protein	LOSS	16.68317453	14.96488114	14.0631205	13.75714235	14.60341505	17.03943666	15.32352689	14.75596361	11.35032613	14.23206117	15.4799115	15.80265656	14.30409913	14.0023389	15.26995438	15.94151764	15.70680771	16.52292252	16.16571035	15.97737622	15.01235538	15.77648303	15.18718109	15.27619518
FBgn0266450	CG45074	Kr-h1	Kruppel homolog 1	LOSS	4.576180733	4.473016819	3.964881572	4.11668868	4.505172117	4.824515802	3.907418625	4.252032628	3.399757806	3.906149534	4.693059299	4.64797183	5.095368051	4.782695607	5.192694369	3.78792262	4.010751606	4.784843221	4.170256903	3.69465653	3.598994429	3.107000417	4.089101452	3.64339817
FBgn0086856	CG11555	CG11555	uncharacterized protein	LOSS	14.273591	14.0960369	13.59706638	11.47147938	14.19633851	18.04599236	13.35141703	13.5156866	12.12815931	13.18083289	14.65697511	16.41110121	16.14966622	14.29984494	18.62409582	13.69237476	14.34408779	18.76376748	15.54915618	15.45416093	18.95089989	12.52609092	16.15552134	16.81244981
FBgn0039158	CG6182	TBC1d7	TBC1 domain family member 7	LOSS	7.935025943	8.047482536	7.766874095	6.969016441	8.318949947	9.810982555	7.602000511	7.621154093	6.454558504	7.952372599	8.899784575	9.052676472	7.501410989	7.762806128	7.150425916	7.458538037	7.564976946	6.785750919	8.897091478	8.13342442	7.332157648	7.87965742	6.988337186	5.997834296
