FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	baseMean_WT2U_old	log2FoldChange_WT2U_old	lfcSE_WT2U_old	stat_WT2U_old	pvalue_WT2U_old	padj_WT2U_old	logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2	logFC_WT2U_old	logCPM_WT2U_old	LR_WT2U_old	PValue_WT2U_old	FDR_WT2U_old
FBgn0037934	CG6830	CG6830	uncharacterized protein	451.057120655131	-0.495658328930133	0.107836138102896	-4.59640281681065	4.29847320533573e-06	3.11427960368423e-05	451.057120655131	-0.323214198009134	0.107261878070621	-3.01331846712894	0.00258407588129296	0.0158553996098808	451.057120655131	0.350570874404878	0.106433551498638	3.29380039910972	0.000988426606483965	0.00460688566272672	-0.495104363292481	4.30502032370666	20.9217640971105	4.78427878913849e-06	3.64259318301816e-05	-0.327342572512712	4.30502032370666	9.27376670860588	0.00232459156250704	0.0150540486718678	0.354646411227744	4.30502032370666	10.9586960200081	0.000931653554338832	0.00457374563990637
FBgn0037950	CG14723	HisCl1	Histamine-gated chloride channel subunit 1	522.475838479418	-0.513733534319186	0.0583517157907028	-8.80408617566374	1.31923001804228e-18	5.05300043937295e-17	522.475838479418	-0.29718084391652	0.0574335497545124	-5.17434226487404	2.28715231879273e-07	3.99022675945297e-06	522.475838479418	-0.159015518171522	0.0570862031630097	-2.78553327005218	0.00534397556323065	0.0192278730069959	-0.512375651698293	4.51837872891675	72.8322075866868	1.41154418683051e-17	5.56369144916156e-16	-0.30048271036868	4.51837872891675	25.8347929865358	3.7192335749385e-07	6.6584708749086e-06	-0.153441405218092	4.51837872891675	6.82486094060219	0.00898975552264236	0.0309059147149564
FBgn0037963	CG6977	Cad87A	Cadherin 87A	1349.15061788181	-0.170344737872761	0.0482885841679517	-3.52763993411544	0.000419282075591921	0.00188627699390297	1349.15061788181	-0.182321365864112	0.0481161381624213	-3.78919366406063	0.000151137058075265	0.00136436450729961	1349.15061788181	-0.15372492485271	0.0480510245402548	-3.19920181356231	0.00137808663380541	0.00610796565413615	-0.169516451759681	5.88207554558416	12.185476347259	0.000481630385345848	0.00221627122278182	-0.185950202936125	5.88207554558416	14.7671431453615	0.000121636570262823	0.00116971392568004	-0.148529347608259	5.88207554558416	9.44893566173309	0.00211271663899328	0.00922315404205907
FBgn0038072	CG6225	CG6225	uncharacterized protein	514.610066967402	-0.303045085951998	0.0334020764512123	-9.07264212734294	1.1616531601828e-19	4.90145989789907e-18	514.610066967402	-0.238776216578385	0.0325916827982685	-7.32629297039766	2.36606249796083e-13	1.7299348553793e-11	514.610066967402	-0.249891387455192	0.0324534827918347	-7.69998674897426	1.36080341620772e-14	5.05185082187503e-13	-0.301476284081021	4.49533775321422	82.096783147422	1.29583343218007e-19	5.9102345778194e-18	-0.242047195784278	4.49533775321422	55.4917912531786	9.38501046137256e-14	8.48015379236098e-12	-0.24414281179557	4.49533775321422	56.9199390452785	4.53920123094295e-14	1.71843752529532e-12
FBgn0001296	CG12286	kar	karmoisin	1421.27529677512	-0.443904863510818	0.0446285896175512	-9.94664781734985	2.60821151761986e-23	1.47819230270787e-21	1421.27529677512	-0.129861583619166	0.0440925703345961	-2.94520329918879	0.00322742523023563	0.0188374642627647	1421.27529677512	-0.168604698329068	0.0440942673959042	-3.82373284071682	0.000131446341546738	0.00079481885059006	-0.442875701152201	5.95798449670127	90.6174707877641	1.74314396209418e-21	9.32728093236765e-20	-0.133451368901702	5.95798449670127	8.42084047278934	0.00370944280899053	0.0221502763245083	-0.163124187529905	5.95798449670127	12.5867114568629	0.000388499115385613	0.00216088532355598
FBgn0038088	CG10126	CG10126	uncharacterized protein	1620.75774002168	-0.335963331847205	0.0544321245139973	-6.17215173662406	6.73667997239346e-10	9.47487823430023e-09	1620.75774002168	-0.255807849113542	0.0541784274423765	-4.72158128593924	2.34018068384197e-06	3.20661667951908e-05	1620.75774002168	0.452058673637028	0.053700343447458	8.41817099511359	3.8240735917564e-17	2.19323214741574e-15	-0.335059019031677	6.14776582511158	38.428195921401	5.6805712455643e-10	8.76143500644361e-09	-0.259708865317643	6.14776582511158	23.3867038366013	1.32491155797744e-06	2.03691860390175e-05	0.457525504237739	6.14776582511158	73.7765990939035	8.74775232592444e-18	6.11576436333608e-16
FBgn0038113	CG11668	CG11668	uncharacterized protein	206.134658008813	0.188064189792106	0.0626092034634105	3.00377866813164	0.00266649229648544	0.00923676788995933	206.134658008813	-0.199194712941903	0.0637370134801453	-3.12525959510095	0.00177648210776793	0.0115356919513228	206.134658008813	0.233631427428033	0.0615115551318246	3.79817136678369	0.000145767533267932	0.000870424833940307	0.188801058140079	3.18457003984193	8.60332571571661	0.00335549697884695	0.0116445471244189	-0.202331440769858	3.18457003984193	9.5394053033687	0.00201106893905774	0.0133671188745975	0.23933112998616	3.18457003984193	14.2924887777276	0.000156488067959736	0.000981560389599441
FBgn0038142	CG14379	CheA87a	Chemosensory protein A 87a	165.593450538583	-0.775165106620361	0.0972238062512227	-7.9729969079524	1.54872051554246e-15	4.55019788278088e-14	165.593450538583	-0.442274829568827	0.0942955258585931	-4.69030556372387	2.72797351216081e-06	3.68526520443953e-05	165.593450538583	0.467934206852344	0.0908811051630094	5.14886131735558	2.6207255331808e-07	3.02790219020576e-06	-0.773125486694855	2.87762862230497	59.7066103431224	1.10106095577255e-14	3.26500366389768e-13	-0.445354308658127	2.87762862230497	20.9566426237322	4.69796027650406e-06	6.44657070606818e-05	0.473264067448963	2.87762862230497	25.3407464720312	4.8045166099818e-07	5.61190976712264e-06
FBgn0038144	CG8870	CG8870	uncharacterized protein	59.4318513766704	-0.721263083141587	0.12287691598742	-5.86980131577706	4.36317698978577e-09	5.37153074655117e-08	59.4318513766704	-0.400097880077194	0.116536647484311	-3.43323657162059	0.000596421455086924	0.00453015439874905	59.4318513766704	0.906294941037024	0.105617839556863	8.58088884263808	9.41428233999423e-18	5.85519456184836e-16	-0.717753205911078	1.43235980331131	33.8907628789302	5.82948138562744e-09	7.64859900158077e-08	-0.402762815994319	1.43235980331131	11.7164846194389	0.000619488688047562	0.00494043518244758	0.910242367343659	1.43235980331131	72.8701251469975	1.38468399517783e-17	9.27447783623307e-16
FBgn0038149	CG9796	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	2566.10719034741	-0.158675159326271	0.0321455308790163	-4.93614990909512	7.96798702939505e-07	6.56776073731031e-06	2566.10719034741	-0.166158019542336	0.0319848039073083	-5.19490505628423	2.04824345600043e-07	3.61290530784016e-06	2566.10719034741	0.201231408292378	0.0317120460050939	6.34558263002186	2.21585224152931e-10	4.47751746189192e-09	-0.157685811543101	6.80975865147189	21.2890068761818	3.94990181708661e-06	3.04361702365692e-05	-0.169760974656481	6.80975865147189	24.8877620230949	6.07669601792251e-07	1.02109814841512e-05	0.206731355600852	6.80975865147189	37.4636493769475	9.31326459253235e-10	1.83922573746959e-08
FBgn0023495	CG8823	Lip3	Lip3	39.1917925289668	-1.19055015138824	0.155659688985096	-7.64841661415775	2.03469088501095e-14	5.29572535234643e-13	39.1917925289668	-0.497877758221462	0.140459909766453	-3.54462535999986	0.000393171489230362	0.00314078108744655	39.1917925289668	0.567371123216555	0.129046155609442	4.39665265917493	1.09933051440567e-05	8.92320988726905e-05	-1.18650876517219	0.854558096597048	62.4987125788624	2.66618871820376e-15	8.56938105468308e-14	-0.50006708518123	0.854558096597048	13.366858376641	0.000256110008398779	0.00227342137205144	0.569383659972876	0.854558096597048	20.7043576676081	5.35938962928654e-06	4.99340796394032e-05
FBgn0038179	CG9312	CG9312	uncharacterized protein	791.142436064525	-0.321727897642183	0.0504192736015722	-6.38104983789673	1.75878053225141e-10	2.66544302814937e-09	791.142436064525	-0.138466664712629	0.0498015079474026	-2.78037092488985	0.00542968399368695	0.0287164623365729	791.142436064525	0.222556744844838	0.0492048050797021	4.52306933203657	6.09492641246555e-06	5.27346026906911e-05	-0.320786424925242	5.11506770921067	38.4790355746576	5.53450165401836e-10	8.57758201329901e-09	-0.141698629676256	5.11506770921067	7.69448626836036	0.0055389773506352	0.0304373637776156	0.228033177385225	5.11506770921067	20.3732371196782	6.37146580792311e-06	5.79543205206909e-05
FBgn0038180	CG9307	Cht5	Chitinase 5	227.346399543255	-0.480707597904244	0.0646006472212983	-7.44121953232936	9.97599992909701e-14	2.45000326463824e-12	227.346399543255	-0.186144014900688	0.0625079530428669	-2.97792530132979	0.00290206703408623	0.0173602923876289	227.346399543255	-0.352435752015977	0.0630126479855415	-5.59309540676412	2.23056637445788e-08	3.24193698551708e-07	-0.479352783509907	3.32330856976058	51.4478676741924	7.35237967719804e-13	1.80566903969751e-11	-0.189170514328882	3.32330856976058	8.50128822878278	0.00354895126805429	0.0214231772143869	-0.346279534504249	3.32330856976058	28.063457670559	1.17401852412338e-07	1.56612108970108e-06
FBgn0028487	CG9611	f-cup	flyers-cup	1975.64032324769	-0.166494174493786	0.0476397956712623	-3.49485492428801	0.000474319497721703	0.00210325562461966	1975.64032324769	0.157465743863655	0.0473065979816982	3.32862117721031	0.00087277028216229	0.00628053626036846	1975.64032324769	-0.140375754799774	0.0474588268001077	-2.95784291910595	0.00309799949485384	0.0122143173024236	-0.165193026730195	6.43219709077617	11.5420875689165	0.000680381997769138	0.00297566154092822	0.153467634724998	6.43219709077617	10.092400583418	0.00148882026778976	0.010378399217533	-0.134703257299489	6.43219709077617	7.72944735054978	0.0054327375407974	0.0205833703187332
FBgn0053109	CG33109	CG33109	uncharacterized protein	142.986311530972	2.35593345573689	0.711274116874038	3.3122721604027	0.000925414704634159	0.00374570262408166	142.986311530972	3.39604040086077	0.710794414712672	4.77780963182381	1.77215035844298e-06	2.48880588462858e-05	142.986311530972	-2.1547727539173	0.727432283937792	-2.96216266654116	0.00305486346399108	0.0120857010566322	2.35486422723956	2.64709672583806	10.3286039197378	0.00130984244977288	0.00529576656138651	3.38204321008914	2.64709672583806	19.3836676102355	1.06917535845022e-05	0.000135278224349223	-2.11982881328081	2.64709672583806	7.16756410288747	0.00742335064215546	0.0265301688248377
FBgn0004629	CG8050	Cys	Cystatin-like	8871.59554635992	-0.213798066680258	0.0540144376109029	-3.95816518946968	7.55277177924731e-05	0.000412666560762298	8871.59554635992	-0.278928594677703	0.0539880490212985	-5.16648776412839	2.38533810341826e-07	4.1389073106051e-06	8871.59554635992	0.652347969318092	0.0538754759928941	12.1084400146021	9.52891858568187e-34	3.380295637543e-31	-0.213017685458859	8.59915398965747	14.4462076202023	0.000144219958454587	0.000764860887086398	-0.282371373105437	8.59915398965747	25.381241276831	4.7047088217776e-07	8.20796012659123e-06	0.658096012352509	8.59915398965747	137.469002461342	9.52180634620776e-32	3.50768696861454e-29
FBgn0004117	CG4843	Tm2	Tropomyosin 2	4033.73628398221	0.136175367143539	0.0457167379921723	2.97867636940446	0.00289496367919464	0.00988871687565132	4033.73628398221	0.16275251906378	0.0456455722215839	3.56557079126332	0.000363065141284462	0.00294199485890235	4033.73628398221	-0.134428750134505	0.0457257301040918	-2.93989291868026	0.00328325692585864	0.0128198266758557	0.137226472594564	7.46067653626836	8.84607255524178	0.00293720241398764	0.0104071976683627	0.158840208825873	7.46067653626836	11.8797838574565	0.000567465263383528	0.00457506926993891	-0.128736653085503	7.46067653626836	7.78184283176186	0.00527739362663208	0.0200888515891723
FBgn0038366	CG4576	CG4576	uncharacterized protein	344.301393285245	-0.236529493396685	0.0719588198614121	-3.28701184722353	0.00101256573744422	0.00404287385413077	344.301393285245	-0.359201406525259	0.0717488603084381	-5.00637090235446	5.54658318636909e-07	8.81014490199721e-06	344.301393285245	0.418482364253767	0.0698062225508485	5.99491490817935	2.035920189498e-09	3.41506892732257e-08	-0.235334651800857	3.92200370220398	10.3909934191893	0.00126631475053369	0.00515031971256429	-0.362850262527454	3.92200370220398	24.8495677460852	6.19829426678868e-07	1.03970687368305e-05	0.424233372144609	3.92200370220398	35.7580899237679	2.23402361067655e-09	4.08348819524045e-08
FBgn0017567	CG3944	ND-23	NADH dehydrogenase (ubiquinone) 23 kDa subunit	2723.39717173557	0.0875634175137182	0.0335896212153288	2.60685933170804	0.00913768909197181	0.0264973618295204	2723.39717173557	0.135066061657728	0.0334225675257075	4.04116355076071	5.31866473148373e-05	0.000538500748394833	2723.39717173557	0.0983864333177782	0.0334252609934466	2.94347539536245	0.00324549620048727	0.0127017143178564	0.0885089794606314	6.89512283636487	5.88266617360228	0.0152906506804782	0.0420415025948198	0.131681829974394	6.89512283636487	13.1202973358914	0.000292113670334363	0.002552796290568	0.103935175722779	6.89512283636487	8.1756410518456	0.00424566619619827	0.0166493554973376
FBgn0052855	CG32855	CG32855	uncharacterized protein	111.016277510269	-1.01589551999619	0.128194366380281	-7.92465026881605	2.28789328262835e-15	6.54132592866099e-14	111.016277510269	-0.392226691038828	0.123522297887127	-3.17535131509001	0.00149655194185999	0.0100589294730772	111.016277510269	-0.606066288065462	0.124524158206935	-4.86705790099218	1.13271851168044e-06	1.13485124527984e-05	-1.01495251040698	2.30247405989492	59.4793565636762	1.23583719212429e-14	3.64210726958967e-13	-0.396578399101184	2.30247405989492	9.83009209384296	0.00171679752941958	0.0116537822372649	-0.601722237408254	2.30247405989492	22.2232798851383	2.42713010980108e-06	2.42662340205373e-05
FBgn0038412	CG6898	Zip89B	Zinc/iron regulated transporter-related protein 89B	710.195920245626	-0.379470845925259	0.0623833819614582	-6.08288351791674	1.18040106333417e-09	1.59013802877844e-08	710.195920245626	-0.198587443302856	0.0617752410974486	-3.21467694459646	0.00130591401289377	0.00892157233630278	710.195920245626	0.537837701717326	0.0608057974171916	8.84517142382321	9.13879067760669e-19	6.58130354211405e-17	-0.378498263355634	4.96121932159882	34.7774993170557	3.69620710794592e-09	5.00032085874378e-08	-0.201868453477461	4.96121932159882	10.0878187642128	0.00149252673967955	0.0103966699001096	0.543612797246042	4.96121932159882	75.0729164170046	4.53646789052795e-18	3.36823949267261e-16
FBgn0038407	CG6126	CG6126	uncharacterized protein	1977.66918111446	-0.355379196778261	0.0563682979440463	-6.3045933572631	2.88951515124069e-10	4.2643722832948e-09	1977.66918111446	-0.160446313106106	0.0561240925652512	-2.85877785764763	0.00425276481151131	0.0236957425041625	1977.66918111446	-0.167523868658953	0.0561153455058239	-2.98534860917084	0.00283255309223842	0.0113705756569403	-0.354171502542588	6.43364714492085	38.9099395837386	4.43815078550998e-10	6.99321531643506e-09	-0.163849024683666	6.43364714492085	8.4245345909396	0.00370191389696101	0.0221191087368014	-0.16236651660239	6.43364714492085	8.2765970795727	0.00401593227427622	0.0159076093147302
FBgn0038439	CG14900	Cad89D	Cadherin 89D	75.1925817344533	-1.88915362970373	0.141445058275606	-13.3560949582467	1.09141377640294e-40	1.08891261983202e-38	75.1925817344533	-0.376341089692532	0.125448340595508	-2.99996865567153	0.00270007390294767	0.0163990537998939	75.1925817344533	-0.643270564951903	0.12674179488319	-5.07544149540223	3.86597297132538e-07	4.3006142995766e-06	-1.88355376967717	1.75620528530057	174.488431698661	7.74320850329539e-40	7.97467215532938e-38	-0.379620505894613	1.75620528530057	8.8074803958886	0.00299998026519417	0.0185322925497746	-0.63694429648319	1.75620528530057	24.1487336188012	8.91747887028772e-07	9.80615529501904e-06
FBgn0038438	CG14899	Der-2	Derlin-2	733.320837890953	0.170868022298857	0.0334161928837176	5.11333002216762	3.16528582861988e-07	2.80195080097238e-06	733.320837890953	0.0980452375177798	0.0331970669194017	2.95343072795622	0.00314263131720629	0.0184437026692413	733.320837890953	0.149471976187808	0.0329668733227507	4.53400523381319	5.78755938357769e-06	5.03480869899247e-05	0.17184955347966	5.00520882444094	23.499871160163	1.24922132381404e-06	1.05698249465467e-05	0.0943293565710543	5.00520882444094	7.1635443478884	0.00744000410391756	0.0386864057043009	0.155129929742796	5.00520882444094	19.6209762691925	9.44268019908118e-06	8.25407560158652e-05
FBgn0027562	CG10345	CG10345	uncharacterized protein	1862.48046446789	-0.320165450752232	0.0618936260341591	-5.17283396153802	2.30569889421592e-07	2.0912863644697e-06	1862.48046446789	-0.452903341021876	0.0618665025318626	-7.3206553221369	2.4676291014361e-13	1.79052663132992e-11	1862.48046446789	-0.312732047432705	0.0617642293111121	-5.06331983610522	4.12017751021573e-07	4.5412037045853e-06	-0.318948594876255	6.34737377996947	25.6398669646687	4.11450366934708e-07	3.78565957204672e-06	-0.455941688933584	6.34737377996947	52.2562391460791	4.87109301074001e-13	3.95384142854812e-11	-0.307083619633573	6.34737377996947	23.8650258066082	1.03332142922128e-06	1.11706011840648e-05
FBgn0038589	CG18598	CG18598	uncharacterized protein	272.917894575745	0.166578598540441	0.0549163980411126	3.03331253473205	0.00241884945497844	0.00851442119800937	272.917894575745	0.213786432335221	0.05411444261389	3.95063539433643	7.79439889446674e-05	0.000757147592405704	272.917894575745	-0.471425620367683	0.0568167451173915	-8.29730072346894	1.06503540054298e-16	5.76322546124332e-15	0.168124104957785	3.58259063018787	8.99513095161977	0.00270699876223486	0.00970345589247212	0.210213159916125	3.58259063018787	14.4704368057934	0.000142376606699561	0.00135151946379425	-0.465659841740754	3.58259063018787	64.8343033747322	8.1468469141035e-16	4.17275399696702e-14
FBgn0038610	CG7675	CG7675	uncharacterized protein	1099.20139216171	-0.520343472445603	0.0450747857077779	-11.5440032442753	7.91537362035976e-31	5.78728614777143e-29	1099.20139216171	-0.342333929425373	0.0445269388172527	-7.68824308426811	1.49169195445376e-14	1.32290977219983e-12	1099.20139216171	0.242025112934551	0.043812002584823	5.52417371166667	3.31039815468632e-08	4.66279316552728e-07	-0.519131176313535	5.58890189225053	123.16008528007	1.28639683769576e-28	9.19485739660447e-27	-0.345750982283159	5.58890189225053	55.9404612242353	7.4699284907409e-14	6.81399762707774e-12	0.247757030592245	5.58890189225053	29.5963000706944	5.32064035416043e-08	7.62890618445338e-07
FBgn0038601	CG18600	CG18600	uncharacterized protein	446.059329044436	0.303111958213707	0.0552435537551868	5.48682945990324	4.09211846086291e-08	4.31180534853079e-07	446.059329044436	0.323715693507285	0.0548112097074416	5.90601256996768	3.50487242803092e-09	8.88086458086775e-08	446.059329044436	-0.152477911722065	0.0558436737591598	-2.73044199025418	0.00632494633879113	0.0222863385584656	0.304151881788124	4.28883391207193	29.2377036684906	6.40212192410078e-08	6.99196394401793e-07	0.320260986847356	4.28883391207193	32.9226715254311	9.58983652796152e-09	2.44937211372841e-07	-0.146885366188292	4.28883391207193	6.67447970126333	0.0097803058236246	0.0331830567405868
FBgn0038632	CG14301	CG14301	uncharacterized protein	34.3918073018787	-0.67368691466278	0.1338608751284	-5.03273950671977	4.83519944624757e-07	4.17221083749182e-06	34.3918073018787	-0.464554120864988	0.12850857612763	-3.61496590238158	0.000300387154868435	0.00250401059123574	34.3918073018787	-0.590575002389182	0.129480967639389	-4.56109506405578	5.08875343401968e-06	4.46337732518686e-05	-0.671283875935516	0.658867121640567	26.5251519045622	2.60129125115771e-07	2.47912115458592e-06	-0.466684824979132	0.658867121640567	13.9451159800605	0.000188226043564587	0.00173016223153706	-0.582494204034894	0.658867121640567	21.3505302120958	3.82514949894234e-06	3.66006812196501e-05
FBgn0003248	CG16740	Rh2	Rhodopsin 2	7866.7454128748	-0.426974694447	0.0468293564116228	-9.11767163088806	7.67555749765372e-20	3.27693506712249e-18	7866.7454128748	0.147838439126651	0.0466875104579054	3.16655220371935	0.00154257655598007	0.0103103965479254	7866.7454128748	-0.518498465942359	0.0467930057450244	-11.0806830569437	1.55680307123081e-28	3.82334867083301e-26	-0.425884129133761	8.42390790301795	75.2346697267391	4.17963034240258e-18	1.71079057348427e-16	0.144443427876499	8.42390790301795	8.73142985146379	0.00312771124859322	0.0192403457540307	-0.513132367077181	8.42390790301795	109.106798418981	1.53773248059269e-25	2.78129883057914e-23
FBgn0038665	CG12269	euc	eucalyptus	912.543975282033	-0.139006894989996	0.0535150295087366	-2.59753000729079	0.00938969156719836	0.0271623273423817	912.543975282033	-0.370494863642599	0.0535550340516421	-6.91802125053898	4.57995605063751e-12	2.55039645657012e-10	912.543975282033	-0.214676101056153	0.0533263918401475	-4.0257008518347	5.68058689012397e-05	0.000381280036675595	-0.137625655415518	5.3198331082247	6.12817578852457	0.0133044077046904	0.0373474844652769	-0.373650660837005	5.3198331082247	45.0409796211692	1.9295401934906e-11	1.10665484869778e-09	-0.20884551609103	5.3198331082247	14.2152367431058	0.000163044958277533	0.00101802125839779
FBgn0016120	CG6030	ATPsynD	ATP synthase, subunit D	4496.84776578794	0.151728890046374	0.0462834387815703	3.27825446943219	0.00104451188062241	0.00414601524765913	4496.84776578794	0.14622974945672	0.0462318186728967	3.16296770610167	0.0015616965442966	0.0104236442517581	4496.84776578794	0.138640197976964	0.0462232824074797	2.99935856469012	0.00270548702480847	0.0109108019888908	0.153041638246536	7.6181515977248	10.1401545506586	0.00145073999501906	0.00575939740838679	0.142837355628734	7.6181515977248	8.85340925477985	0.00292541960035126	0.018159215121299	0.144219334101581	7.6181515977248	9.02241882778347	0.00266688249061315	0.0113073928707803
FBgn0038679	CG6040	CG6040	uncharacterized protein	2224.68407002874	-0.390214599190195	0.0510991855298358	-7.63641524114619	2.2335317628952e-14	5.75074387769093e-13	2224.68407002874	-0.15708926372247	0.0508275286638323	-3.09063351793949	0.00199729984194664	0.0127704525274799	2224.68407002874	0.294626622372834	0.0505920413261863	5.8235764885086	5.76014334234933e-09	9.16456028787739e-08	-0.389091815908222	6.60412915475665	55.4480958735299	9.59596092178977e-14	2.54598652933248e-12	-0.160504991075246	6.60412915475665	9.54252979943255	0.00200764836408833	0.0133536500216931	0.30021908885849	6.60412915475665	33.6537861408757	6.58465903949068e-09	1.09492819930975e-07
FBgn0051216	CG31216	Naam	Nicotinamide amidase	203.540077627837	0.680224967389197	0.0828208027148869	8.21321389181523	2.15345451955346e-16	6.76255324206001e-15	203.540077627837	-0.28576188848071	0.0857290410936541	-3.33331488180921	0.000858177582940203	0.00618947657334432	203.540077627837	0.275579597345855	0.0833678007424452	3.30558794752455	0.000947773546579061	0.00443467270597667	0.680530366994204	3.16147466472401	66.0099591214609	4.4865027023994e-16	1.54020512127532e-14	-0.289452900834353	3.16147466472401	11.2132041297253	0.000812173679115136	0.00618854375383037	0.280895263127597	3.16147466472401	11.1459909959445	0.000842134723174711	0.00421199288698035
FBgn0038751	CG4770	CG4770	uncharacterized protein	29.1579122313429	-1.46294255660616	0.211834350070663	-6.90606861501995	4.98269050234795e-12	9.5531346755894e-11	29.1579122313429	-0.585417438984081	0.190480003366548	-3.0733800327457	0.00211648766789549	0.0134249793927834	29.1579122313429	0.768779101149553	0.176180313386697	4.3635925397758	1.27943781985756e-05	0.000101775033160066	-1.45114236320936	0.481187449204818	51.290522965386	7.96592729668113e-13	1.95134658945299e-11	-0.586012178357261	0.481187449204818	10.0145012471768	0.00155312469022396	0.0107251826120873	0.771171995605113	0.481187449204818	20.3802866080427	6.34803740367006e-06	5.77961048026158e-05
FBgn0053192	CG33192	MtnD	Metallothionein D	117.493688838681	0.503812394319246	0.144786699522137	3.47968698770025	0.000501999918117007	0.00220557578702968	117.493688838681	0.770595405634641	0.143142688897584	5.38340736484269	7.30888699981991e-08	1.44042221572583e-06	117.493688838681	1.13632431964035	0.141952830545565	8.00494301714967	1.19522005147628e-15	5.55719303545622e-14	0.504365738249864	2.38986086041268	11.6787655184825	0.000632174644559025	0.00279417108702646	0.765587547044495	2.38986086041268	27.4357933249807	1.62397481478246e-07	3.16790850834753e-06	1.14125581677596	2.38986086041268	61.4456326204131	4.55138777347251e-15	2.09582654299614e-13
FBgn0038816	CG5483	Lrrk	Leucine-rich repeat kinase	1213.49064269044	-0.503855631751627	0.057415216648241	-8.77564626880257	1.69925167209943e-18	6.3825225550464e-17	1213.49064269044	-0.210736867840869	0.0569265764005435	-3.70190658152519	0.000213985411253878	0.00186662319580113	1213.49064269044	-0.265279393144301	0.0569435114658296	-4.65864128002517	3.18303317292257e-06	2.92863513258909e-05	-0.502927670011966	5.73015126784761	75.0788500661553	4.52285466749553e-18	1.84340008533073e-16	-0.214108602541484	5.73015126784761	13.8739946076848	0.000195484738497728	0.00178149650364533	-0.259970281985668	5.73015126784761	20.4376584496347	6.16055406986444e-06	5.6357007527375e-05
FBgn0051205	CG31205	CG31205	uncharacterized protein	2184.1078729779	-0.247349443291509	0.073991627592907	-3.34293826664276	0.000828963391217572	0.00339889184977821	2184.1078729779	-0.578824399695049	0.0740420701587656	-7.81750697210246	5.38797459091071e-15	5.26592047262682e-13	2184.1078729779	0.292044222093759	0.073692551962469	3.9630086666356	7.40110938716781e-05	0.000481247968162208	-0.246887391374723	6.57730656114881	10.8375330125016	0.000994631603592698	0.00418199363442092	-0.582376858105621	6.57730656114881	59.9315005463923	9.82168418352881e-15	1.00076692670041e-12	0.297234169611953	6.57730656114881	15.8359787297859	6.9076475765017e-05	0.000479083624096548
FBgn0038818	CG4058	Nep4	Neprilysin 4	3815.48214386953	0.24167043902654	0.0405859282783445	5.95453767545066	2.60808044605144e-09	3.2955401731241e-08	3815.48214386953	-0.143103341760396	0.0406693524450697	-3.51870224522703	0.00043366313024088	0.00342111076371364	3815.48214386953	0.248544052843825	0.040500495645222	6.13681509038882	8.41922852824836e-10	1.52726081143111e-08	0.242831135620528	7.38138976122717	32.063403581438	1.49221982193144e-08	1.81838186443504e-07	-0.146461205828989	7.38138976122717	11.6273349797702	0.000649896039464089	0.0051358946089002	0.254218565964854	7.38138976122717	35.2677183624083	2.8735584064737e-09	5.10629729447218e-08
FBgn0038878	CG3301	CG3301	uncharacterized protein	1632.54796088768	-0.239587014502721	0.0595930954242273	-4.02038210630216	5.81038212768898e-05	0.000326403753777156	1632.54796088768	-0.431287546507506	0.0595802918510398	-7.2387618977395	4.52799147779557e-13	3.09779302673757e-11	1632.54796088768	0.185006255027942	0.0591760895817813	3.12636837505567	0.0017697970950575	0.00757625778587736	-0.238471677463288	6.15816595271504	15.4597233214837	8.4282220659148e-05	0.000478798997315136	-0.434717482383452	6.15816595271504	51.2964906515644	7.9417481186901e-13	5.98945381738691e-11	0.190779016521497	6.15816595271504	10.0336480425409	0.00153706319761651	0.00702385081429911
FBgn0038912	CG6656	CG6656	uncharacterized protein	2919.87615246647	0.4372996707575	0.0492891502897308	8.87212841339263	7.17609630559989e-19	2.86386043395982e-17	2919.87615246647	0.142868487482136	0.0493241336820512	2.89652299628986	0.0037732298686139	0.0214353473793499	2919.87615246647	-0.374623357483747	0.0495457849460668	-7.56115495781416	3.99505957863838e-14	1.40163665363364e-12	0.438495119393732	6.99459836458127	76.1344047116474	2.64999795362106e-18	1.10355132172967e-16	0.139525225203212	6.99459836458127	7.72585914808965	0.00544354502691502	0.0299645254412598	-0.368999434692341	6.99459836458127	53.5162292316125	2.56465379614936e-13	8.47417291365512e-12
FBgn0038946	CG7077	rdhB	retinol dehydrogenase B	1778.65835963787	-1.35272496277907	0.0747205234627945	-18.103793979075	2.97454917320616e-73	7.70006269755909e-71	1778.65835963787	-0.714437037739959	0.0741233368396198	-9.63848995743111	5.49909246221056e-22	9.24040484264083e-20	1778.65835963787	-0.520771528730518	0.07402994070618	-7.03460685991126	1.99823610201337e-12	5.37472755339665e-11	-1.35166150955613	6.28085275583771	313.676713689888	3.45376138349673e-70	8.70529645556096e-68	-0.717690999031009	6.28085275583771	91.7544020860133	9.81297389556517e-22	1.67836899949506e-19	-0.515558564733761	6.28085275583771	47.4660518911037	5.59647912589979e-12	1.51850076679513e-10
