FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0003449	CG4528	snf	sans fille	LOSS	33.99411052	32.91421923	34.01298586	34.4934489	38.39875007	39.05090596	33.12514822	34.47498249	33.02515402	37.43489536	38.4085242	35.88974522	33.70505545	37.82513597	30.9358489	34.31418721	37.59873782	35.45956956	37.13108141	36.47473267	32.65386257	36.51994801	35.19349903	38.89830104
FBgn0027086	CG11471	IleRS	Isoleucyl-tRNA synthetase	LOSS	16.95346939	15.67315185	16.07533288	16.79433826	20.00394584	19.19930406	16.7189596	14.29055362	14.50283464	22.04354972	20.01004394	17.61493123	22.70652205	19.59657482	25.0819777	22.55312868	27.88707647	18.40624453	20.18113063	17.20843347	17.36533863	19.44618388	23.23493154	17.83971115
FBgn0027359	CG1728	Tim8	Tim8	LOSS	36.46512479	30.66352088	29.93260116	37.65710009	39.82769514	39.45172813	32.91736148	33.36000614	31.50746082	42.15433484	44.87865518	40.15436327	42.71627982	36.1001262	34.09870815	38.19482871	38.01494665	40.20459738	41.75135993	35.80875788	29.51695897	37.82717979	37.87785131	35.44974726
FBgn0037150	CG7133	CG7133	uncharacterized protein	LOSS	11.0059236	10.32834619	13.20334485	11.45076643	12.69164291	15.19191024	10.94847556	11.28039997	10.96826237	11.81265285	14.03153759	14.67759492	13.15603294	11.8236999	13.49798947	13.77200778	16.08717787	14.13813489	12.13711146	12.45110617	14.01355299	13.13594438	15.16945239	15.30200909
FBgn0032783	CG10237	CG10237	uncharacterized protein	LOSS	62.89999394	59.97003002	51.66345216	73.68381599	90.57157505	66.61649035	59.45416307	52.44255613	46.15503989	76.29838403	92.30959416	64.58110083	52.39507914	45.62511887	45.22021896	49.72799916	79.57382543	55.98515929	49.35814037	46.22913892	43.23699904	54.44677146	69.87822063	46.58028855
FBgn0032213	CG5390	CG5390	uncharacterized protein	LOSS	124.3184034	114.0289686	117.7216365	120.3827133	139.1198265	156.9251505	114.4262874	103.8074191	122.2085247	138.28181	152.4546883	153.8705476	138.1265917	133.5217462	167.2846778	137.5460214	179.9755869	176.3431416	154.363197	158.4117112	141.2286321	148.5311382	164.997777	188.5575243
FBgn0035076	CG10142	Ance-5	Ance-5	LOSS	53.56564598	52.87714684	44.36271126	51.8654687	62.46120581	59.14987242	48.13845328	43.31662584	45.55933332	53.35828561	62.77552871	59.66841144	46.93300925	40.8924294	55.81047287	43.25233501	61.15379037	51.49013027	61.04449689	61.75808121	45.94286214	47.47634663	62.71621534	59.82915831
FBgn0037230	CG9780	Nepl11	Neprilysin-like 11	LOSS	61.55084489	62.3742142	59.71054754	64.36024665	73.60235082	70.8922225	62.38088803	56.49416599	62.2413809	54.02489088	77.27069205	67.68013958	64.33067695	67.50759736	84.10941678	54.65374368	80.88626927	61.19217261	85.85582115	96.06196894	80.06997417	80.34134161	77.71819798	77.31829598
FBgn0262169	CG2264	magu	magu	LOSS	22.94707994	19.26862677	19.92301035	25.59737115	25.29722342	23.26953264	20.27810596	19.04940167	20.09447018	26.37134431	26.6725703	22.4793508	26.42163559	20.9700055	25.35106229	23.7031252	27.39949879	19.08700286	24.57189814	21.41419963	22.65371806	22.78009236	25.73155615	21.79902033
FBgn0039977	CG17454	CG17454	uncharacterized protein	LOSS	46.79966738	40.25501743	44.40315885	43.3340081	51.43546104	51.5320545	44.68463515	36.92219472	46.293237	50.49332035	52.34962068	53.48799618	43.43336882	42.72997914	46.86613455	52.4655465	52.0341894	46.11701315	40.2856426	42.69209692	42.70306224	44.34834953	49.87292137	45.56847777
FBgn0013746	CG9556	alien	alien	LOSS	19.73855371	20.13551356	19.45336189	21.37677494	22.3318804	21.61889849	19.95995653	17.51036929	17.71601322	21.07228091	20.89998976	22.47576311	21.08174228	20.22479249	21.26298433	21.80837065	23.28383767	23.3609847	21.47333701	21.37763265	20.0104535	22.77399762	23.20167603	22.42452001
FBgn0033100	CG3420	CG3420	uncharacterized protein	LOSS	23.16368666	24.1006367	26.988271	26.76492188	29.21089989	35.87215023	23.35674786	21.67424652	21.32870606	29.19016321	31.80802758	37.30961809	25.26481405	27.17391492	23.53661397	24.44272941	30.86275042	32.73427198	26.86475263	27.38337822	28.98457499	26.95427547	31.61042744	33.50687467
FBgn0035335	CG1320	mRpL23	mitochondrial ribosomal protein L23	LOSS	23.90358033	20.94303891	18.88833513	23.92080326	26.26130812	27.73327647	23.82350691	18.44372379	18.08422896	25.22751697	27.90384883	25.72355129	25.21889167	22.49530396	20.3714613	24.01528992	23.10371175	27.2306014	28.64352797	23.64212027	16.7547351	24.36042495	27.38012407	20.78511692
FBgn0032053	CG13098	mRpL51	mitochondrial ribosomal protein L51	LOSS	17.34839271	13.71970959	13.74633062	15.6981097	18.90228741	18.91698881	19.11334189	15.46699592	10.74490223	15.38612195	17.98451565	18.07088208	17.99541751	13.8143795	17.05280152	14.72002538	17.14383706	19.13971137	18.49581349	15.49730707	11.65561289	17.32534247	17.5104577	21.58556758
FBgn0017482	CG3425	T3dh	Type III alcohol dehydrogenase	LOSS	6.883172779	5.009005196	5.295428019	5.920435333	6.246947209	7.637404793	6.732651128	5.949937789	4.179340973	6.214768031	6.158864806	6.846288982	6.882494139	5.374168544	5.226353791	5.376172456	5.3909471	5.146029198	7.336562838	6.623997848	4.437046103	5.379673566	5.637244174	4.470414804
FBgn0260861	CG9298	Trs23	TRAPP subunit 23	LOSS	18.2649557	18.40619765	15.21994451	19.45656268	20.52959168	28.39446901	20.21770781	18.52620781	15.05391234	18.9460482	21.66695043	19.6511064	23.2712941	19.60949665	18.53700643	23.8070671	24.97801377	22.48531809	22.39121873	20.30526565	18.53851894	24.36343596	24.89558028	20.83406073
FBgn0039019	CG6990	HP1c	Heterochromatin Protein 1c	LOSS	15.50891614	14.24021543	15.15618065	15.92880817	16.3004774	18.14844149	15.97485481	14.91111956	14.37157916	15.43449616	16.77147066	16.44235576	16.99323707	13.56452511	14.62086821	16.27873514	18.2125562	22.80785339	16.27239192	13.62515496	17.07440899	14.99347577	16.04091231	22.52800977
FBgn0036193	CG14135	CG14135	uncharacterized protein	LOSS	11.11188564	11.13436958	10.60201057	11.49094456	11.88505191	16.21069358	10.83528643	11.20379284	9.808830042	12.75920192	12.49879763	14.12884999	11.76961009	10.65913324	10.28620817	13.14026431	14.17394748	11.52864496	11.93616049	10.61758594	9.9321925	13.7109065	12.84193605	13.18185121
FBgn0036777	CG7341	CG7341	uncharacterized protein	LOSS	1.779618458	1.343333662	1.495745583	1.394964428	2.130745678	3.006307696	1.826000048	1.274468867	1.669558416	1.959060448	2.30487315	2.633653435	1.97925955	1.7080064	2.628659636	1.991359642	2.937221705	2.785963973	2.205440335	2.465701855	1.414895277	2.682647452	3.602004979	3.320788757
FBgn0265575	CG44402	yin	yin	LOSS	20.04598312	20.16342807	19.4194821	19.91696847	22.17582408	23.21560422	19.46655432	19.31448515	19.80287447	23.96461246	21.90759356	21.40160154	26.54226687	25.41802281	23.96383439	26.90988233	27.60417349	29.26980442	24.29388171	26.56943948	24.21393132	25.48187728	31.99058536	31.63965994
FBgn0038788	CG5085	Sirt2	Sirtuin 2	LOSS	18.2379849	18.88825631	18.85817702	19.41481752	21.76198559	21.2965982	19.53795792	20.55882821	18.36818699	19.36725575	20.22664015	21.37111571	18.50373412	18.60772232	17.58808243	19.84553703	22.10202478	22.72255647	19.30472285	18.65703689	19.40047436	20.69065224	22.13750993	23.30410743
FBgn0032644	CG5131	CG5131	uncharacterized protein	LOSS	9.018058309	7.324962473	7.696116247	9.058167479	9.586835037	11.06692307	8.576826717	6.973459869	7.618827469	8.044409143	10.01268839	9.67597294	10.79424917	8.684372652	7.670114447	10.02085808	11.2995594	10.12849402	9.11660425	8.061687513	9.445648803	9.655999346	9.661538689	10.85470318
FBgn0053198	CG33198	pen-2	presenilin enhancer	LOSS	10.92114201	10.50415938	10.16594061	10.72082556	11.91654108	12.45820759	10.84649992	10.01907968	9.065628374	11.65879808	10.83624849	14.55945648	10.97307528	9.832705309	8.121227936	12.03318869	10.43849145	12.35637535	11.90173974	11.21386385	11.77601804	10.41087548	10.22254634	13.41015669
FBgn0039764	CG15535	CG15535	uncharacterized protein	LOSS	8.55562401	8.382425892	7.578534609	7.704073731	8.867948973	9.9052937	8.251025061	6.87863567	7.877864708	8.052070485	9.962634692	9.255955911	9.169395773	8.349315872	7.817112127	8.720501493	9.876182863	8.769554521	9.388540149	7.513338735	8.563989727	8.603182342	8.194584633	8.388450768
FBgn0051759	CG31759	CG31759	uncharacterized protein	LOSS	1.871237229	1.826713731	1.615772627	1.73022381	1.986981739	2.007300908	1.777645907	1.378577526	1.741729863	2.051568333	2.102272755	2.802041607	1.871052736	1.975177336	2.131229616	2.048721475	2.241117751	1.893029388	2.182654242	1.811371582	2.056958495	2.051563574	2.00656624	2.151242995
FBgn0039817	CG15553	CG15553	uncharacterized protein	LOSS	10.29691245	7.982228893	6.729807095	7.855611259	9.672228202	13.0117521	9.361028432	7.647272454	6.959612904	7.636829182	9.65836119	11.48333992	6.457001446	6.002653761	6.134823708	6.599594629	6.011904044	7.883493149	6.561526267	6.503609177	6.692993968	8.067960712	8.970580246	9.761448315
FBgn0037239	CG11739	Sfxn1-3	Sideroflexin 1/3	LOSS	79.07606277	75.62806605	70.88018756	73.54241097	78.25419402	86.98648831	80.26636865	69.93082769	63.45245363	68.60472135	88.41236831	86.7429291	77.74994023	86.75531411	93.00121795	78.01480746	98.91704435	83.58704863	100.5029522	104.9562718	92.31532239	84.8924574	92.61947771	86.4179324
FBgn0037481	CG10059	MAGE	MAGE	LOSS	9.273749558	8.333076034	7.769787632	6.662059324	8.911207261	9.435286416	8.60320296	7.678477028	7.060262938	7.018877984	9.197326305	9.533808246	8.652701478	7.954011103	10.23331042	6.340212364	9.717611965	10.83994189	8.962514504	8.296938481	8.877980224	7.398794303	9.279384987	10.5322648
FBgn0033820	CG4716	CG4716	uncharacterized protein	LOSS	2039.947004	1435.949888	1019.364963	1177.51392	1468.39005	1604.250478	1778.961779	1173.755659	1125.470036	1033.49261	1514.449526	1582.371067	1470.810054	932.4301237	1353.834246	1289.296759	1382.631438	1188.120393	1882.150449	1854.996704	1349.893452	1222.829862	1305.713155	1628.803043
FBgn0023516	CG14815	Pex5	Peroxin 5	LOSS	25.04121474	20.03382938	14.85030544	19.33022136	21.7682299	20.03865548	21.31761475	19.64037353	16.80393492	18.91333866	20.93293137	20.68653465	20.56457127	19.61373448	18.31211894	15.85965084	20.41743964	18.47780149	25.45568183	24.54256726	17.78643914	20.26015354	21.21463539	19.21444239
FBgn0037956	CG6959	CG6959	uncharacterized protein	LOSS	19.3339885	17.27642143	16.51854833	17.11199924	18.8448277	18.36698311	18.82180553	17.55916644	15.84073376	18.2319996	18.74269686	18.18532715	19.9141238	17.05160572	16.05119903	19.21063559	20.50601147	20.99886091	15.94455451	16.54273518	16.8743658	18.0285453	20.95753207	18.99915341
FBgn0266450	CG45074	Kr-h1	Kruppel homolog 1	LOSS	4.576180733	4.473016819	3.964881572	4.11668868	4.505172117	4.824515802	3.907418625	4.252032628	3.399757806	3.906149534	4.693059299	4.64797183	4.950522656	4.794363372	3.803740384	4.273186216	4.32923285	3.706872105	3.85009235	3.495785086	4.035091467	3.337920495	4.277241505	3.547622224
FBgn0039158	CG6182	TBC1d7	TBC1 domain family member 7	LOSS	7.935025943	8.047482536	7.766874095	6.969016441	8.318949947	9.810982555	7.602000511	7.621154093	6.454558504	7.952372599	8.899784575	9.052676472	8.230970282	7.536240384	7.328406753	8.977107006	9.397784754	8.934070096	8.887777722	7.950074483	7.463667047	8.599663096	8.622620324	7.380370377
FBgn0033891	CG8067	CG8067	uncharacterized protein	LOSS	13.09153568	10.62904757	9.909594378	11.46646739	12.48814311	12.57546324	12.32249832	12.4257989	10.67391295	10.48697803	11.77184335	11.76712958	13.7824936	12.27693523	13.03674726	13.32222156	14.30253034	12.84881724	13.39641786	12.19823845	9.348263927	13.03762144	13.30964335	13.26078445
FBgn0267693	CR46029	asRNA:CR46029	antisense RNA:CR46029	LOSS	0.878143817	0.769306145	0.666236717	0.634027203	0.808144497	0.808660985	0.939904554	0.834135264	0.714146445	0.608500735	0.561364318	0.676779773	0.83580645	0.663955352	0.687076438	0.627532958	0.733223451	0.860170707	0.717490877	0.515755635	0.72025632	0.755352501	0.785833076	0.61631231
FBgn0051357	CG31357	CG31357	uncharacterized protein	LOSS	18.74588836	18.69860964	17.82304099	16.61640087	19.00093909	18.92456957	17.83713568	19.12082382	17.34115999	13.24927243	17.84032053	17.79822099	16.43076573	18.33185692	16.38181936	15.07495521	20.33864405	21.95430115	18.20207556	19.07160636	19.29537832	17.87926278	21.35093655	22.33593435
FBgn0029863	CG3823	CG3823	uncharacterized protein	GAIN	47.17877331	36.24838912	29.5663516	34.22745904	26.82381633	32.29763529	41.9663096	42.42927556	25.47530828	34.85880748	32.44323773	27.09308156	39.48132969	32.49620857	21.57216959	9.327332698	6.827441084	9.73320534	37.12276394	36.11174519	21.23262634	9.476499208	7.847651602	11.07118463
FBgn0029088	CG2019	disp	dispatched	GAIN	11.72373469	11.02576989	10.83550379	10.58729364	12.48666771	11.50049512	11.43343056	11.94180833	9.929193132	12.29572925	12.05975454	11.57781709	13.03471211	12.554343	10.89122596	12.74072924	14.8755485	14.00846434	11.9097556	9.736841236	11.78364804	13.26658147	14.90813157	12.98457981
FBgn0086710	CG10652	RpL30	Ribosomal protein L30	GAIN	627.1620261	617.0358489	637.9150269	641.8763492	602.4006561	623.928671	593.3374722	615.9208215	545.083366	586.8997942	656.0663848	594.6659436	646.0931816	643.0365996	561.1901614	549.2597793	558.9958019	566.2557649	702.5616331	702.6990914	629.6647677	602.0547811	541.3309712	600.8384363
FBgn0034968	CG3195	RpL12	Ribosomal protein L12	GAIN	758.9546651	763.6248218	784.6219253	771.910681	779.7954853	853.66933	747.0484525	774.9040501	768.6487161	710.912698	793.3871189	783.6602395	780.0370406	763.0469482	711.7072309	659.4955183	667.1358385	686.8265049	837.8099981	869.3494754	737.1261089	705.6041307	644.4096377	703.6122015
FBgn0033241	CG2915	CG2915	uncharacterized protein	GAIN	18.95595857	18.9642682	17.0373969	18.63985631	17.94872872	15.5084482	16.72718523	17.76141429	15.96336354	18.5795775	17.26906338	14.56989174	22.63964469	21.22382062	20.84671523	19.44759117	20.49946741	20.2024264	21.90068815	21.0021589	20.12924347	21.55152735	18.82451908	17.81227603
FBgn0035272	CG13922	mRpL46	mitochondrial ribosomal protein L46	GAIN	15.74772283	13.20849766	13.28770024	15.52372012	14.98868735	12.74106665	14.56183383	11.46280894	10.83804835	15.94469403	16.83516561	11.89010838	18.0006916	15.90654625	14.04687907	14.36900189	16.63605388	14.81290128	17.8994042	14.94726783	11.62580068	14.43859735	17.81154101	17.64435409
FBgn0265379	CR44320	lncRNA:CR44320	long non-coding RNA:CR44320	GAIN	2.296436617	2.205831444	1.704943179	2.226984028	2.293406896	2.061562593	2.186331525	2.278773828	2.280362045	2.538071987	2.309268268	2.173394256	2.412922199	2.165526003	1.084636588	2.119397469	2.651152346	2.501506501	1.957798888	0.94975093	1.602243929	1.888670343	2.932705502	1.855509847
FBgn0023477	CG2827	Taldo	Transaldolase	GAIN	179.2683976	204.3764106	157.9904727	171.8241899	120.476967	134.5551363	183.0566801	151.3248245	139.9140319	188.4877145	150.0086851	136.8622083	235.254329	255.276416	227.562782	165.3777619	146.1447731	129.2760872	279.7210946	279.6781983	200.7431274	200.4963471	152.7929983	127.7810601
FBgn0019624	CG14724	COX5A	Cytochrome c oxidase subunit 5A	GAIN	397.2890218	395.7809374	384.0895205	372.1553296	392.9615459	440.8647577	380.9180046	399.0251777	417.3010456	380.3692894	403.4845995	402.0947179	405.2559923	431.1830557	402.5027106	309.8031912	379.4894772	457.1234581	432.8254704	426.9212627	391.2167665	353.4870373	395.3967313	469.0366417
FBgn0027588	CG14476	GCS2alpha	Glucosidase 2 alpha subunit	GAIN	105.7574512	108.5782167	101.6349253	102.0457108	110.0961839	102.9391932	106.1834556	109.9835746	102.7352491	104.3558962	108.7519758	96.56706051	110.2059257	105.5879421	101.0029427	95.82601875	107.528392	108.4979283	110.1504825	105.9977805	95.0562982	101.1497127	110.8669427	108.1987909
FBgn0022702	CG2054	Cht2	Chitinase 2	GAIN	2.830342049	2.717899458	2.244603065	3.515453358	2.779480254	1.996116162	2.795381022	3.008330244	3.020739333	3.307762991	3.007124063	1.843504056	2.915614324	3.286959112	1.994956582	1.574409548	1.136208148	1.160253479	2.291041252	2.638197028	2.093157013	1.654192563	1.078200552	0.949844327
FBgn0038654	CG14298	CG14298	uncharacterized protein	GAIN	24.39986419	23.5685737	20.27077149	23.80378688	18.13520902	15.4516407	24.29101778	25.02744741	16.76024642	20.26361052	18.28229924	15.15942493	16.75533175	15.7500372	12.1717918	14.76965708	9.956213267	10.43355621	14.20445576	15.52807595	11.76384358	12.76921026	9.572695784	10.16200893
FBgn0038914	CG17820	fit	female-specific independent of transformer	GAIN	948.1291525	892.2017001	828.240948	2236.80876	894.5171941	677.1700366	1078.95749	777.3445762	500.0063694	1549.090984	1435.676732	770.5010079	1132.99648	927.5167782	703.5497273	490.8297032	60.51717059	21.77308518	980.6935241	1103.720945	866.9773027	197.2759448	56.92817696	44.29607524
FBgn0031305	CG4715	Iris	iris	GAIN	89.72060156	79.41638179	63.45004398	88.69256915	73.48202336	64.53132968	87.10037944	67.66359128	56.41622974	71.58003576	85.6891232	68.25617742	62.37615545	59.45333284	57.54282532	48.17725088	41.41844147	27.14952431	79.80277661	90.04737296	59.93620238	50.17125752	41.41803385	29.90788898
FBgn0040793	CG7630	CG7630	uncharacterized protein	GAIN	451.6503515	419.4540131	397.4244437	450.9226098	403.0344579	460.5903266	429.721102	457.711806	353.086248	441.8790911	442.41252	408.6911756	467.2047129	461.2723184	369.9820253	383.2577089	410.2388054	423.0665371	519.8081412	446.1842816	396.0462662	426.9474432	410.484654	443.4412679
FBgn0039864	CG11550	CG11550	uncharacterized protein	GAIN	81.07258101	75.26185902	68.84804031	77.95914747	68.61617348	59.13205486	86.83036279	77.18137086	69.72725218	81.31071932	72.22110822	62.05856478	85.25032443	72.59364115	64.33711224	58.57334797	48.41979607	47.45246273	73.7206381	72.58725349	56.75376321	61.90889149	49.70748667	43.33505321
FBgn0035298	CG1140	SCOT	Succinyl-CoA:3-ketoacid CoA transferase	GAIN	21.637517	20.35937151	14.55493831	16.1085178	15.43362024	14.96473648	20.79048098	16.53562473	14.23102606	17.39657521	17.08835889	15.29114755	24.29033962	22.29487359	19.13911497	15.36936647	18.54849751	16.35949523	29.40138652	30.48411461	20.53330471	20.30354035	19.25405221	18.10908013
FBgn0014863	CG1019	Mlp84B	Muscle LIM protein at 84B	GAIN	84.37555195	84.47111704	82.51378761	82.84380583	81.85829505	76.14487789	82.99568241	93.18784337	73.48846135	96.90214927	81.35927998	79.04933265	84.77678269	85.21088262	68.57965884	64.80672764	56.85648133	56.51449665	78.11297709	83.64615677	78.11927381	75.00629026	66.11727949	71.36602885
FBgn0026239	CG31043	gukh	GUK-holder	GAIN	4.924265117	5.787215633	5.483882396	4.782968138	5.399093911	4.78407124	4.504626716	5.929651275	5.615131362	4.919721985	5.492411621	5.494090988	4.95901635	5.616521371	4.455723452	4.474243782	4.835710143	5.205552058	4.913501535	4.689564553	4.456580135	4.309344378	4.87449162	5.508768292
FBgn0035401	CG1291	Alg2	"ALG2, alpha-1,3/1,6-mannosyltransferase"	GAIN	17.26648886	17.33825332	17.87805858	16.42479879	15.19019018	17.87013262	15.03284255	16.79959277	13.27935089	16.19136719	17.51188087	14.40238502	18.2274735	18.56940522	17.17041405	15.66244774	18.41805973	19.56924209	18.78831503	18.65659586	16.94266046	15.39366496	17.29822043	19.12816668
FBgn0044048	CG33273	Ilp5	Insulin-like peptide 5	GAIN	32.91106985	31.12660441	24.05474944	43.06838023	30.55175391	25.06125963	34.73888689	40.8260447	22.58677355	33.96019686	38.86958565	21.99443917	22.36454127	28.26396517	16.98772347	14.14365269	9.800389529	13.27349399	29.21665824	29.14343035	17.1316783	14.80051115	13.99901311	11.44198724
FBgn0035266	CG7995	Gk2	Glycerol kinase 2	GAIN	15.73547679	15.14763998	13.93991231	16.55031259	15.2183234	13.99963374	14.98036846	14.32897229	11.84740073	15.30572892	15.04472162	12.38558657	12.19717748	12.98022624	10.55175204	9.24993289	10.99566368	9.630128355	11.96645031	12.99036838	10.68103317	10.92814501	10.67835572	8.95475968
FBgn0030156	CG15247	CG15247	uncharacterized protein	GAIN	4.009493574	4.711720842	5.437333207	4.034771062	4.257288596	5.91857104	3.646029338	5.257097709	5.207029911	4.308698059	5.193241308	5.733126392	3.663738486	4.008305343	3.572920527	2.66171388	2.943558855	2.993112725	3.47331655	4.037476041	3.928101893	3.379238605	2.974565053	3.454067963
FBgn0042627	CG3524	FASN2	Fatty acid synthase 2	GAIN	0.383133936	2.702916096	0.337784476	0.479643405	0.459859822	0.371535406	0.354619169	0.465262454	0.446490778	2.071970104	0.580968389	1.962461918	0.427728724	0.304515294	0.331664086	0.242324443	0.176234548	0.254829254	0.365511054	0.448955769	1.933973387	0.275011632	0.246555308	0.324807063
FBgn0038804	CG10877	CG10877	uncharacterized protein	GAIN	2.099986287	1.739776349	1.994721393	2.321581579	1.366628293	2.010885047	1.499475161	2.037320311	1.507093661	1.862868393	1.29139815	1.149005905	2.344413715	2.256370483	2.194469381	1.744282872	1.402664041	1.247734538	1.971253917	2.967387985	1.995342201	2.220560581	1.715579286	1.696778916
FBgn0027550	CG6495	CG6495	uncharacterized protein	GAIN	51.5434711	54.66355426	53.74020898	51.07791929	54.16354948	55.15676151	52.48000394	58.21258412	47.35572463	47.84446066	57.88773182	53.27726347	57.12444505	58.29697588	54.44152863	53.86693781	54.57819789	61.10104305	59.44998259	67.17852033	56.66689388	53.78124788	56.25783961	62.84350408
FBgn0031461	CG16987	daw	dawdle	GAIN	29.94180159	31.89881114	30.60609271	37.49115674	29.41062746	27.64689788	26.88216817	27.5860752	27.77654308	30.60033402	33.9308194	29.77759537	27.94426261	30.12763499	26.16781277	20.72056685	18.99207589	16.08583952	26.71616279	29.51575512	27.44896836	24.40279704	18.88954531	14.86027542
FBgn0051044	CR31044	lncRNA:CR31044	long non-coding RNA::CR31044	GAIN	0.669778581	0.554661918	0.667754026	0.53947445	0.455381163	0.467276754	0.548209998	0.596638418	0.528617203	0.57717544	0.581300483	0.500321941	0.760555661	0.858382236	0.737535886	0.738593	0.635788493	0.711044961	0.734678346	0.874542164	0.985568129	0.735777535	0.742323976	0.703144718
FBgn0047095	CG33939	CG33939	uncharacterized protein	GAIN	7.24440541	8.295136179	5.772009175	6.117158659	5.237381799	4.584149733	7.206591509	4.870209435	8.948256128	7.600688595	5.437011365	5.507995464	7.574743107	8.415925668	6.809870226	7.235461991	6.316262596	6.182829236	6.620028288	8.419967225	8.686382394	7.764154155	4.907859729	3.94393707
FBgn0046114	CG4919	Gclm	Glutamate-cysteine ligase modifier subunit	GAIN	75.79916302	72.91298891	72.7846696	83.38967587	83.67219203	58.09557967	66.70446639	65.88949606	71.58794083	76.88256005	95.07410308	56.53773468	51.63559982	71.78486265	63.10314775	60.96471463	57.61191859	36.20875885	64.02515788	67.02492934	65.263494	64.124855	61.18963655	33.30855933
FBgn0020618	CG7111	Rack1	Receptor of activated protein kinase C 1	GAIN	713.2104237	812.3128471	812.8917829	741.8100897	815.779021	870.4080441	672.6985679	753.8048885	793.6867262	670.2670935	837.7202463	818.2834455	680.4585501	774.435672	760.6302373	588.7273055	702.0252978	736.179407	787.1791626	871.1207119	749.8880893	696.2105941	701.6045236	761.0351353
FBgn0031645	CG3036	CG3036	uncharacterized protein	GAIN	136.2088096	142.7875375	140.6512939	129.2102493	148.9951808	135.7056561	131.3335992	137.1905702	119.0603888	102.9403108	163.6730879	140.7453831	116.3937506	166.5755686	127.6156761	127.986463	129.3424519	110.9340401	133.866865	153.4881972	155.554205	148.4086174	132.0030158	101.9514675
FBgn0020389	CG8363	Papss	PAPS synthetase	GAIN	19.25835015	17.08014345	15.22003843	18.3793455	18.65226243	17.41124635	18.70168787	18.26395093	15.96540881	14.91321077	20.79426375	17.72751675	17.12791062	18.45271286	15.19117871	12.01017555	11.20591069	12.92871716	17.72626041	16.22901985	13.03425757	12.22585136	11.9726892	13.53672742
FBgn0035088	CG3776	CG3776	uncharacterized protein	GAIN	42.10514254	42.8229504	41.86043248	39.43864746	39.98157988	48.66895256	38.48291211	41.51796798	38.09890262	37.21881487	39.04513895	40.87469198	39.4698266	47.16079483	44.86228358	40.55064666	42.44083793	43.41241786	46.45393583	52.65834276	39.79099953	41.07920577	41.90984839	44.69393252
FBgn0086674	CG32632	Tpst	Tyrosylprotein sulfotransferase	GAIN	8.163505844	7.299071464	7.766712958	9.06782856	8.02755779	7.61954564	8.254998267	8.227864048	7.755094376	8.026221142	8.62512696	8.343045974	8.05437045	7.876469148	7.480336382	7.01306241	5.745085433	5.34668269	7.370647115	8.447961406	8.716405952	6.633335635	5.56569548	4.987290793
FBgn0031040	CG14210	CG14210	uncharacterized protein	GAIN	13.95873238	13.99976767	13.81784015	11.33562364	11.07946217	11.48423277	11.12869738	12.77037714	8.171937162	10.65088689	13.25691043	9.617604982	12.85154138	13.14893816	11.0003575	11.43689671	7.89968587	10.44400021	11.23921584	10.76992367	10.73107817	9.723709896	11.63657929	11.24377881
FBgn0033302	CG8687	Cyp6a14	Cyp6a14	GAIN	0.660433434	0.67402476	0.490325521	0.702263872	0.551437178	0.453557705	0.75357875	0.507314045	0.668926751	0.767382182	0.625298003	0.514687646	0.707812257	0.916212226	0.676110912	0.699422652	0.638821096	0.476492068	0.610963104	0.786793152	0.881261235	0.774978228	0.379538255	0.487601734
FBgn0031127	CG1835	CG1835	uncharacterized protein	GAIN	0.930582158	1.953736422	1.036338011	0.986235784	1.054501687	0.608651813	1.742818559	1.261464083	1.591317583	1.971935629	1.41601285	1.604171951	1.306042016	1.536888876	1.200847651	0.87601762	0.447269239	0.527528582	1.168331859	2.02513029	1.805034201	0.929345725	0.572986579	0.456514327
FBgn0004045	CG2985	Yp1	Yolk protein 1	GAIN	13716.9803	14201.05133	16477.94806	13693.94997	15018.55141	16667.65096	15232.24502	15569.13692	13691.20377	10926.67464	18181.34277	18281.71947	10545.5906	16393.85169	13600.53961	1939.75505	19.92149269	10.98370413	13321.70907	16860.38019	15475.69769	1394.879573	15.36559603	11.39288037
FBgn0033717	CG8839	CG8839	uncharacterized protein	GAIN	46.45659244	47.67237831	45.76569547	46.94305465	40.44420861	40.89861241	44.08062577	50.9756451	40.45221704	50.87038211	43.17200009	40.77898253	53.76891127	52.88249566	54.94724034	55.06343036	55.23498188	54.24235547	55.96429856	56.98813484	56.29656051	54.1238728	53.88691674	53.68321952
FBgn0050109	CG30109	CG30109	uncharacterized protein	GAIN	10.99049618	14.99923125	14.35387705	15.23564245	12.79372737	10.44735679	14.02267806	14.20959542	12.04040691	17.77008659	13.48196143	11.37440887	15.47598376	17.80671249	15.07270845	18.80417133	16.12675512	15.39589686	14.54583766	16.67017065	18.78008235	18.82726252	19.20932019	15.31684278
