FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0033996	CG11807	CG11807	uncharacterized protein	LOSS	16.56356705	18.20186261	17.73978409	18.5638047	19.15662254	18.00859872	16.44524107	17.1908923	18.81864693	20.07282528	18.32173005	16.32926695	16.82818643	18.07165041	17.23960123	17.30213187	18.46614905	16.20822782	17.18764132	16.39378577	15.99367941	17.5196839	18.22349611	13.95507669
FBgn0031542	CG15414	CG15414	uncharacterized protein	LOSS	2.996846252	4.296153051	5.355398637	5.480572747	5.26637255	4.006306574	3.214780627	4.156893056	5.133845819	4.755431071	4.646537649	4.204944307	2.198112053	4.13813191	1.518844056	3.900093174	4.509252885	4.306092137	3.084616499	4.931393887	5.078191257	4.265850226	4.663231839	3.835573774
FBgn0040074	CG13057	retinin	retinin	LOSS	104.0170452	136.7115636	140.1328986	204.8688561	142.0072009	112.6183823	71.93797852	122.3288196	114.0417424	206.8110735	129.4561455	89.57506205	112.9314105	156.2134771	117.5894905	109.1393472	122.7711992	117.8575266	95.54294236	142.8451355	116.0291404	104.6943434	122.4541538	110.8140095
FBgn0033226	CG1882	CG1882	uncharacterized protein	LOSS	34.81253908	40.45311937	38.56228758	45.97431012	41.15854412	39.31243837	32.38199915	42.38397439	41.80313233	55.28088143	42.03194343	35.95582873	34.9860859	38.21061713	32.80834185	40.24155434	38.42075457	40.11816061	35.14323375	36.37466799	36.30234378	40.03657941	41.6582683	36.05497436
FBgn0030808	CG4937	RhoGAP15B	Rho GTPase activating protein at 15B	LOSS	7.216013569	8.405278274	8.836984147	8.920165001	8.163910682	7.53902082	6.662163677	8.397937371	9.099743837	10.17229811	8.326563598	7.556867743	6.597203126	7.068955052	6.550975886	7.748797493	7.927893877	7.473310489	6.494816667	6.832261347	8.458223132	7.266838248	7.75106136	7.109237824
FBgn0037008	CG5047	mTerf3	mitochondrial transcription termination factor 3	LOSS	8.91048975	10.57549645	11.77866378	12.03839409	10.81511072	10.39238676	9.286073578	10.99853026	10.64599304	13.84039162	11.66012954	10.40249849	9.400365323	11.49320732	11.27228223	11.09153188	11.55585405	8.580283012	10.85005621	13.1197092	10.09611242	12.19720203	11.23357361	9.269445473
FBgn0039073	CG4408	CG4408	uncharacterized protein	LOSS	16.6329142	19.42389841	19.3406735	25.13731337	22.25928829	19.72342338	17.75609827	17.91189214	18.67718078	20.7462599	26.61253094	21.35863136	15.82394829	17.71009191	13.30360853	16.13785458	21.49820636	18.60187341	16.7752642	19.98452241	19.16332166	18.60960131	20.86869406	19.64635158
FBgn0032034	CG17295	Rcd4	Reduction in Cnn dots 4	LOSS	6.798454922	9.359987815	10.34217265	11.2078364	11.1303043	10.51093798	9.190944014	7.649669644	9.942186202	11.00705952	11.62195176	13.4715975	6.666821164	9.656243308	11.47504297	8.474173528	8.677063478	10.4636114	8.023874449	9.850098847	10.69908407	9.351742895	10.349118	11.31005878
FBgn0039254	CG13645	Nmnat	Nicotinamide mononucleotide adenylyltransferase	LOSS	19.86891906	23.30281012	24.9382615	24.26559703	27.20330949	24.11297184	20.53476997	23.1894674	23.10796278	25.84494356	28.07253844	25.26570822	21.22301526	22.33668852	27.98233959	21.2202244	25.85388053	25.20524618	21.55743776	22.58408019	22.25534771	22.93285973	26.33404349	27.87714709
FBgn0263445	CR43468	asRNA:CR43468	antisense RNA:CR43468	LOSS	2.06331748	2.188074144	2.253783635	3.284260911	2.732705829	2.65423404	1.773369585	2.271860072	2.292941271	2.790863265	2.488715141	2.52793359	1.410511127	1.595926148	1.550548082	2.335815027	2.380736939	1.640427321	1.973375918	2.251641601	2.631569714	2.456607251	1.962372838	2.030330152
FBgn0027562	CG10345	CG10345	uncharacterized protein	LOSS	31.25304298	35.04879235	44.81958736	52.29451136	45.102469	38.73132243	29.37065256	30.84938268	43.63000882	55.29110554	40.02653464	37.69233057	21.05861589	25.47654659	20.81376337	31.52127736	30.3452152	28.56718597	24.09514506	29.22037077	34.27578824	31.04378075	32.27597035	30.22317192
FBgn0044011	CG1859	Spn43Ad	Serpin 43Ad	LOSS	4.196392659	4.568268705	5.319193003	7.255582389	6.58036493	5.414960964	5.002760132	4.593949157	4.806392856	6.848758276	5.841272747	4.562844188	5.195693073	5.861082046	5.328505164	6.0788726	7.652294514	5.753749144	5.375590468	6.203169368	6.53653494	5.847074597	5.959595972	6.910647135
FBgn0050489	CG30489	Cyp12d1-p	Cyp12d1-p	LOSS	0.098103541	0.364890718	0.388453337	0.355810634	0.573389472	0.310527401	0.243462308	0.246269762	0.381401676	0.441947644	0.722434044	0.482289537	0.098226337	0.11218443	0.110857769	0.117117657	0.213715892	0.118601557	0.27016891	0.18549934	0.104824389	0.266877377	0.356321355	0.158306086
FBgn0041337	CG18559	Cyp309a2	Cyp309a2	LOSS	0.158966041	0.324474934	0.29505285	0.655172904	0.575166322	0.296514215	0.283013739	0.287318284	0.341537167	0.812193661	0.418080439	0.372987377	0.716242586	0.293648782	0.269449305	0.996325755	0.623345745	0.37063446	0.328334342	0.308491395	0.27438348	0.449078076	0.460099467	0.28351953
FBgn0001220	CG8542	Hsc70-5	Heat shock protein cognate 5	LOSS	82.29537393	87.65430879	81.67989183	110.6757712	109.7015667	97.59293702	82.40082993	88.1816063	90.3247419	128.3867091	109.5859226	87.59605093	89.04449404	88.71259778	77.32080586	108.9993235	109.2278665	88.8812385	95.4467964	94.4802285	87.9140016	111.4083846	109.3450642	93.97237788
FBgn0259715	CG42369	CG42369	uncharacterized protein	LOSS	97.18655007	116.2970812	110.4512287	140.2720967	130.0573269	122.4339938	91.18504879	99.01635221	100.2428873	120.1066892	142.5439421	114.9948424	89.49973207	104.2665478	73.62273112	93.9998726	110.6115497	102.2484169	91.4147407	115.7387149	111.5509278	108.4440152	128.1083993	110.6941542
FBgn0265101	CG9617	Sgt1	suppressor-of-G2-allele-of-skp1	LOSS	26.8367887	34.74184524	33.29653738	36.34437933	37.25846285	34.72587657	26.76069787	31.49590969	45.1511685	41.49970337	36.06011218	32.87258812	29.49880846	31.76208845	33.7566941	34.43032449	31.2876284	28.62580925	34.67677538	35.81325927	35.70720756	35.44759735	33.21017659	30.18462031
FBgn0036945	CG6981	Ssk	Snakeskin	LOSS	6.800607366	7.284811566	8.037966866	8.879416828	9.312333944	6.753007683	4.807738155	6.145774347	7.514252337	13.45000638	9.100186516	6.564957594	12.79569772	7.235924555	6.600093432	17.04922691	6.997391491	7.610801163	10.35407518	6.042351248	6.398992903	6.813740177	7.613913805	4.865476588
FBgn0259936	CR32957	Uhg3	U snoRNA host gene 3	LOSS	10.69445943	11.54675363	12.66910822	12.37041678	14.05294115	12.4860988	9.931332497	11.24906069	14.63637335	14.79423477	14.10931464	11.45922771	10.74295338	12.39908398	14.22160063	10.25564023	12.69527617	10.58239215	10.65639067	13.19030636	11.23978261	13.3173972	12.655908	12.68609399
FBgn0034321	CG14502	CG14502	uncharacterized protein	LOSS	1.396871003	1.525411017	1.853778322	2.538905057	1.939031873	2.096273996	1.627793364	1.656855077	2.29910698	2.849017077	2.631336721	1.63291002	1.290226458	1.423805281	2.283151572	1.563382596	2.012974558	1.764127011	1.406510158	1.689027282	1.898717991	1.825095243	2.318779049	1.69500847
FBgn0029092	CG11804	ced-6	ced-6	LOSS	103.2886148	98.42841556	108.99553	112.3705042	125.4553612	119.0194251	98.89011894	92.3202197	110.6174529	124.6658749	122.8861538	115.5851807	86.60783856	93.40507727	75.73695947	94.59411428	103.3819949	94.52154445	90.24199697	95.49507168	100.0971792	105.8188636	116.3952241	107.9281144
FBgn0036505	CG7945	CG7945	uncharacterized protein	LOSS	43.34139138	45.38137197	44.72570507	46.60743271	51.17487168	46.84535166	40.3215302	43.17951691	45.46767227	51.09338631	50.31560333	50.18129596	43.2300096	41.95181461	47.94798685	48.65594254	48.28293553	42.51206075	47.07796709	45.31405946	43.74761887	49.7181918	46.49937132	45.45715901
FBgn0262366	CG43064	CG43064	uncharacterized protein	LOSS	3.076362308	3.129704792	3.552862946	4.250523438	4.607256248	3.601924982	2.963730266	2.581556932	3.934248725	8.329728088	4.257316662	4.051015187	2.24415518	3.208648062	2.766861745	3.650752285	3.14025865	3.03603729	3.241853322	3.389574851	3.521910891	4.460308581	3.342115351	3.321916989
FBgn0036489	CG7011	CG7011	uncharacterized protein	LOSS	11.27715907	11.55378814	12.66678217	13.34979919	15.2782281	13.76831131	11.0924987	12.36103301	14.10187744	14.35343019	15.98710959	12.36424788	12.06345219	11.60620183	11.75963785	13.58229083	13.29470072	12.92035346	12.75170814	12.93525853	12.91683362	12.53762677	13.52661398	13.01324788
FBgn0034380	CG15087	Vps51	Vacuolar protein sorting 51	LOSS	7.859724619	8.462757175	8.295418611	8.973603589	9.751076398	9.188930705	8.299650829	8.381067202	8.613815139	9.890260273	9.214299222	8.533358857	7.574201163	8.349784973	8.160719379	8.520745499	9.380674603	8.228282577	9.479136211	8.849386872	8.474568671	8.675985365	9.576910076	7.67566398
FBgn0261530	CG6754	nbs	nbs	LOSS	9.079352474	9.270037056	8.87606161	9.59445385	11.6460498	10.80577495	8.96294979	8.8676217	9.50247898	10.76294454	11.59821735	10.50982605	7.978374701	9.018357134	10.26884291	7.961004042	9.892018089	9.057735145	8.552754977	9.714716981	10.41517038	10.16051865	10.08130489	10.04353872
FBgn0036145	CG7607	CG7607	uncharacterized protein	LOSS	156.3670574	140.685596	153.6122877	172.8289627	183.9940108	193.2454321	139.5602835	130.4708885	151.5224236	183.0520096	188.6380192	175.4037753	101.5607683	108.6219154	96.32328619	103.3340663	112.5359293	114.4767289	112.3886486	117.7151157	111.0716767	132.9891089	151.7389891	127.3482905
FBgn0003449	CG4528	snf	sans fille	LOSS	33.99411052	32.91421923	34.01298586	34.4934489	38.39875007	39.05090596	33.12514822	34.47498249	33.02515402	37.43489536	38.4085242	35.88974522	30.68571947	36.31538663	36.34039038	32.27061335	36.11244705	31.8306694	33.40584256	35.16386984	31.98518034	36.19838199	38.79019357	35.0179847
FBgn0031873	CG9207	Gas41	Gas41	LOSS	8.54972358	8.405136898	8.981596095	11.33349288	12.09208185	11.89407085	10.50532298	8.672565571	9.907482069	11.1578691	11.70177286	11.40465996	8.909830387	9.11689576	12.84411681	9.842275135	11.81378708	10.8032101	10.96603198	9.376782409	10.84206722	13.91120323	10.4567592	12.04774778
FBgn0037150	CG7133	CG7133	uncharacterized protein	LOSS	11.0059236	10.32834619	13.20334485	11.45076643	12.69164291	15.19191024	10.94847556	11.28039997	10.96826237	11.81265285	14.03153759	14.67759492	11.33886786	11.07734712	11.40760375	10.63542551	12.94709662	11.39604799	11.01949585	12.14173107	10.87185312	10.11111076	13.26518513	13.43958239
FBgn0039977	CG17454	CG17454	uncharacterized protein	LOSS	46.79966738	40.25501743	44.40315885	43.3340081	51.43546104	51.5320545	44.68463515	36.92219472	46.293237	50.49332035	52.34962068	53.48799618	41.66716125	39.8318573	45.64593157	41.2667695	45.35063655	42.55947329	45.16544095	44.02615765	40.95154694	48.78630284	51.12916673	49.20094242
FBgn0013746	CG9556	alien	alien	LOSS	19.73855371	20.13551356	19.45336189	21.37677494	22.3318804	21.61889849	19.95995653	17.51036929	17.71601322	21.07228091	20.89998976	22.47576311	19.14783223	18.10142125	20.05450078	17.98416751	20.11092573	19.67133963	20.85448667	19.51877983	18.20975741	21.48822011	20.00918578	20.98627966
FBgn0033100	CG3420	CG3420	uncharacterized protein	LOSS	23.16368666	24.1006367	26.988271	26.76492188	29.21089989	35.87215023	23.35674786	21.67424652	21.32870606	29.19016321	31.80802758	37.30961809	21.24285353	24.61310701	27.59806917	23.86006093	28.50849242	31.33142713	23.04454431	25.82658763	28.0529012	26.12343345	29.45575336	33.32195695
FBgn0032251	CG13142	Nse4	Non-SMC element 4	LOSS	5.016261743	4.989703437	4.983114803	5.206440677	6.931491569	6.397518818	4.734048001	4.501319776	4.358664797	6.532482346	5.769510057	5.257345891	5.729940685	4.222949152	3.926261304	5.376996137	4.875948938	4.090706263	5.440969094	3.227294596	3.945895759	4.291190501	4.907727648	3.591247386
FBgn0047205	CR32385	lncRNA:CR32385	long non-coding RNA:CR32385	LOSS	1.272676027	0.930531538	1.297437168	1.390393061	1.839789103	2.589688832	1.254335458	0.789641203	0.787068266	1.183391385	1.633602175	2.005604755	0.701798917	0.842128078	0.634741387	0.62927973	1.012993386	1.313872582	1.277885137	0.816640459	1.391089496	0.858579545	1.106031808	1.553562306
FBgn0034454	CG15120	CG15120	uncharacterized protein	LOSS	1.278463339	1.342052589	0.644079231	1.309757989	2.249309674	1.486551469	1.152830137	0.907782564	1.807821431	3.070322204	1.621136207	1.1019312	1.110912332	1.084422605	0.597033467	1.798795871	1.074251919	0.780680103	0.889176741	0.817912484	0.9795014	0.902912742	1.539195864	0.62820963
FBgn0035534	CG15016	mRpS6	mitochondrial ribosomal protein S6	LOSS	15.01452822	13.59267524	12.82220756	14.46688541	16.69377273	19.47104288	13.22069103	13.42816464	11.6044944	15.92463621	17.43209025	16.81921925	13.67019687	14.04223667	16.50186982	14.55792996	14.4596361	14.32923185	13.70385086	13.58737578	16.05592757	14.50493581	12.23840448	15.99589329
FBgn0052039	CG32039	CG32039	uncharacterized protein	LOSS	29.55733853	27.21130528	28.94335614	33.24095955	34.6343233	41.52557509	35.97297078	29.21699729	25.53083087	32.46419338	35.04671986	43.9975112	29.73314567	28.3168468	32.7510016	29.19539805	31.26955085	35.03876938	33.82147192	32.78148674	29.53571093	31.22737943	30.42020265	36.49581824
FBgn0031904	CG5149	CG5149	uncharacterized protein	LOSS	20.23207206	18.95663031	18.57545792	19.85981647	21.85776548	21.60585665	20.22218431	19.19113562	17.77607639	20.51623439	21.06072502	20.13772494	18.06928845	18.66639065	19.1475714	16.27127092	21.1963827	18.24453663	19.52692259	18.81284901	17.02284527	19.17302065	22.11380691	20.44255625
FBgn0037017	CG4074	CG4074	uncharacterized protein	LOSS	10.55651757	9.032724065	10.72166464	11.36089069	12.72784448	14.95063486	10.86646451	10.76114996	10.42010962	10.48091456	12.46031475	14.05470228	9.703013213	10.26280558	12.82191436	8.998219465	11.29248913	12.14234512	9.979920765	9.076919877	10.49534597	9.582833628	12.1640858	13.26552141
FBgn0010213	CG8905	Sod2	Superoxide dismutase 2 (Mn)	LOSS	89.14335296	89.95608818	91.84098924	91.93757992	98.30405386	114.5454729	93.34429361	91.17340407	87.13413494	93.95933283	100.1083108	105.7578017	91.21642176	87.37739594	98.11413367	89.98651552	97.61827735	104.6310616	96.42012775	96.18207611	93.89337032	90.60601221	100.0603682	109.2345484
FBgn0017482	CG3425	T3dh	Type III alcohol dehydrogenase	LOSS	6.883172779	5.009005196	5.295428019	5.920435333	6.246947209	7.637404793	6.732651128	5.949937789	4.179340973	6.214768031	6.158864806	6.846288982	7.213904649	5.765135252	3.750125989	6.89980833	5.456804925	6.415459464	7.616121258	6.098019801	5.165524625	5.824082382	6.419923164	5.032518185
FBgn0260861	CG9298	Trs23	TRAPP subunit 23	LOSS	18.2649557	18.40619765	15.21994451	19.45656268	20.52959168	28.39446901	20.21770781	18.52620781	15.05391234	18.9460482	21.66695043	19.6511064	17.66756678	18.65632145	16.93329125	19.26998821	20.58491357	18.36430497	17.35506047	19.8485442	15.82611119	22.13077629	21.78957488	16.98766433
FBgn0039019	CG6990	HP1c	Heterochromatin Protein 1c	LOSS	15.50891614	14.24021543	15.15618065	15.92880817	16.3004774	18.14844149	15.97485481	14.91111956	14.37157916	15.43449616	16.77147066	16.44235576	15.80615179	13.18024392	16.48536291	14.41847834	14.26125714	15.05684744	16.05289486	13.93520469	16.64063056	17.21708866	14.57737407	15.67975557
FBgn0026438	CG3159	Eaat2	Excitatory amino acid transporter 2	LOSS	128.899951	143.723406	142.1645164	142.8482074	165.3446396	172.952972	147.0436526	160.3300015	130.1152089	149.0116648	152.094797	159.9111242	124.4291416	138.7307411	153.5071919	124.4871014	147.7178831	159.840326	137.0982041	147.2408265	135.317826	149.7367955	148.797571	168.8123855
FBgn0030605	CG5548	ND-B18	NADH dehydrogenase (ubiquinone) B18 subunit	LOSS	35.74375137	32.78723892	32.73781679	37.11094314	37.72138011	46.14037189	35.38293874	35.93887709	30.28241473	34.96124847	35.78146436	37.68347684	37.27895688	35.56022471	43.44342432	37.66043276	38.28104802	42.27421416	36.46634172	35.30897043	37.80478709	35.98131458	36.77842354	45.91043273
FBgn0036193	CG14135	CG14135	uncharacterized protein	LOSS	11.11188564	11.13436958	10.60201057	11.49094456	11.88505191	16.21069358	10.83528643	11.20379284	9.808830042	12.75920192	12.49879763	14.12884999	11.25452259	10.21470378	10.00666995	9.784717971	11.63133477	9.991958252	13.69737872	10.3226859	10.69940844	12.14996303	12.00776176	13.16150345
FBgn0038425	CG14881	CG14881	uncharacterized protein	LOSS	6.257591127	5.94168813	5.747054719	6.098006264	7.469606355	7.639908434	6.706893473	5.864491468	3.883932147	6.875582008	7.16813589	6.33906658	5.346494939	5.834687471	5.454869343	5.60281317	5.5255007	5.187475859	5.74429342	7.182342503	5.691913848	7.245656508	6.960500186	6.05858718
FBgn0036777	CG7341	CG7341	uncharacterized protein	LOSS	1.779618458	1.343333662	1.495745583	1.394964428	2.130745678	3.006307696	1.826000048	1.274468867	1.669558416	1.959060448	2.30487315	2.633653435	1.997012317	1.834202084	1.585478337	1.443082723	2.448999049	2.66177527	1.45640539	2.315732288	2.285155061	2.118468808	2.538238644	2.284246012
FBgn0030573	CG5310	nmdyn-D6	nmdyn-D6	LOSS	2.544560589	3.139395138	1.637270121	2.405091199	2.738389799	3.624437013	2.471010109	2.095139999	1.666123111	3.299112213	3.301480577	3.866537138	1.630557195	2.685954138	2.135991648	2.126417467	2.261648427	2.636766761	1.902037368	2.582956265	2.844369487	3.194830137	4.043412255	2.161086368
FBgn0038788	CG5085	Sirt2	Sirtuin 2	LOSS	18.2379849	18.88825631	18.85817702	19.41481752	21.76198559	21.2965982	19.53795792	20.55882821	18.36818699	19.36725575	20.22664015	21.37111571	19.11284197	18.58562716	20.71951447	19.1820271	19.85336647	18.77701039	20.87557751	19.39920177	18.14128534	19.28810534	22.10334659	20.46133597
FBgn0028515	CG4930	EndoGI	Endonuclease G inhibitor	LOSS	29.42290851	29.46928728	29.35721364	29.64562313	31.88600914	33.05027524	29.7303591	27.46347102	27.15143235	32.34637814	31.30038079	30.46180741	29.7953136	27.45201042	27.01572063	28.45055199	28.66041763	29.15331777	27.27142816	29.58593394	28.05873597	30.92325825	30.8134533	30.39707678
FBgn0053198	CG33198	pen-2	presenilin enhancer	LOSS	10.92114201	10.50415938	10.16594061	10.72082556	11.91654108	12.45820759	10.84649992	10.01907968	9.065628374	11.65879808	10.83624849	14.55945648	9.878608577	8.875247611	12.20073755	11.2969947	11.51720552	10.54528092	10.94889981	9.966966569	11.16950194	11.21896659	9.59267399	11.69951042
FBgn0039764	CG15535	CG15535	uncharacterized protein	LOSS	8.55562401	8.382425892	7.578534609	7.704073731	8.867948973	9.9052937	8.251025061	6.87863567	7.877864708	8.052070485	9.962634692	9.255955911	8.135062527	7.193685865	9.301207778	6.49812046	8.653263547	6.740951545	8.461237171	6.870267305	6.76538011	7.945403645	11.27132559	7.576956728
FBgn0051759	CG31759	CG31759	uncharacterized protein	LOSS	1.871237229	1.826713731	1.615772627	1.73022381	1.986981739	2.007300908	1.777645907	1.378577526	1.741729863	2.051568333	2.102272755	2.802041607	2.052791406	1.722946768	1.876465858	2.185351126	1.85034899	1.817854187	2.016481354	1.676005515	1.65504773	1.608853678	2.514062631	1.850077069
FBgn0262540	CG43094	CG43094	uncharacterized protein	LOSS	8.825521115	4.117552029	3.393171229	1.714777701	3.684489767	10.26200046	6.580857891	3.560584106	1.596253432	3.11693051	3.854701647	10.30098319	3.692423067	4.117307763	2.747637891	2.681049858	4.078691964	3.674462067	4.4641366	4.799299384	3.614022407	4.006935346	5.312708305	4.818525477
FBgn0032647	CG15143	CG15143	uncharacterized protein	LOSS	1.821827155	1.385263821	0.86730252	1.004203074	1.70694765	2.362936611	1.809682553	1.244228024	1.114068656	1.058940098	1.700765031	2.601128515	2.40615101	1.222097664	2.111436794	2.216434164	1.963193089	1.405074687	1.79731375	1.220698877	0.833292955	0.746460739	1.733186934	1.764598072
FBgn0264005	CG43748	Hmx	H6-like-homeobox	LOSS	2.598700176	2.098168966	2.025820314	1.842197514	2.591726222	2.658654911	2.327305975	2.126670388	1.954149712	2.098677946	2.437665935	2.642214365	1.990494023	1.554424522	2.286315119	1.835570093	2.241834236	2.300158238	2.261997408	1.874987026	2.17866599	2.039253279	2.182705217	2.681586319
FBgn0039299	CG11854	CG11854	uncharacterized protein	LOSS	2.680237833	1.727618227	1.047309828	1.302324827	1.727500358	2.009312531	2.831078378	1.444795244	0.736044762	1.441467864	2.226006726	2.364185081	7.542307872	6.551763395	2.664336069	14.10399816	4.830859529	5.408544101	8.28298204	4.506390776	3.860986402	2.656721115	5.908174167	4.025486154
FBgn0014391	CG9032	sun	stunted	LOSS	279.9966618	252.3630482	252.7743557	276.3147753	274.2166888	294.7046995	271.7979333	266.6735072	211.1311206	273.9851184	294.841846	330.2477603	266.6939348	278.1359229	268.070238	271.5981899	277.4004922	277.8519342	279.9478663	283.0676965	262.2174035	294.6400146	283.1405208	297.4208081
FBgn0259918	CG42447	inaF-B	inaF-B	LOSS	9.385039146	7.252506415	5.32483986	5.883515817	9.369317113	10.1393089	9.235688026	7.233258555	2.644495435	5.447369239	8.234425298	8.285280162	8.952088988	7.852339036	4.537471398	7.166449397	11.10186848	7.915890601	8.877096241	8.124737472	6.501293119	8.216860909	10.228343	7.389540837
FBgn0039312	CG10514	CG10514	uncharacterized protein	LOSS	11.008691	10.92682483	6.59730641	6.085176459	12.10559927	13.10379247	10.13150537	7.932918461	5.730825515	10.24593358	13.34101454	15.51974345	4.862854668	2.962065477	6.402893282	9.180325359	2.793213201	7.157715013	3.50301588	3.222261996	1.94273664	2.032645978	5.071577214	2.639899083
FBgn0037481	CG10059	MAGE	MAGE	LOSS	9.273749558	8.333076034	7.769787632	6.662059324	8.911207261	9.435286416	8.60320296	7.678477028	7.060262938	7.018877984	9.197326305	9.533808246	9.570661796	7.054688451	9.22070952	8.442531281	8.36997554	8.978987723	8.530027717	8.538208373	8.661389862	7.659461266	8.891219143	9.14778922
FBgn0033054	CG14591	CG14591	uncharacterized protein	LOSS	93.76242024	87.02624575	74.19150937	75.05394982	95.74293055	90.69544356	96.86672911	85.90017308	73.5496977	69.80162528	91.26662854	95.50458471	78.654358	77.74368681	90.34752531	77.80463786	92.84249167	79.93038765	82.60893033	79.19492718	81.06254168	93.2019543	89.11069109	79.50057947
FBgn0030467	CG1764	CG1764	uncharacterized protein	LOSS	14.54688121	14.96949919	13.55099281	13.84608553	18.63166043	18.9610997	16.33865201	17.3132402	13.59668781	15.28083938	16.63152171	16.28392244	12.14398693	13.60239606	15.43230889	12.85270885	15.62734786	13.20397989	12.60946169	15.61041116	12.32422248	15.32656939	15.75723597	15.50387642
FBgn0052195	CG32195	CG32195	uncharacterized protein	LOSS	4.008106081	3.184027206	2.52243126	3.292488823	4.127770161	4.067902699	4.016574385	2.945789438	2.647795728	3.797993335	3.970474787	4.109659925	4.49923351	3.243285561	2.410852403	5.334566469	3.846172664	3.581878362	4.698602755	2.866650538	2.695400707	4.071041765	4.144686767	3.169047369
FBgn0032229	CG5045	CG5045	uncharacterized protein	LOSS	44.57290542	45.11676224	42.53836789	42.36197447	42.63257035	46.44919838	43.20377165	43.47488344	33.92084856	40.82913698	45.43627048	45.07211212	58.41280341	50.03418228	52.91833658	51.59865092	49.56491692	51.15372397	55.6497369	51.91412355	43.02993487	42.44257065	50.33200247	48.81678917
FBgn0086856	CG11555	CG11555	uncharacterized protein	LOSS	14.273591	14.0960369	13.59706638	11.47147938	14.19633851	18.04599236	13.35141703	13.5156866	12.12815931	13.18083289	14.65697511	16.41110121	13.42976646	12.62946599	16.69684358	11.79334555	12.8402528	15.66086518	14.12124843	12.22036805	13.43127554	13.98450244	14.68806573	15.6834982
FBgn0039158	CG6182	TBC1d7	TBC1 domain family member 7	LOSS	7.935025943	8.047482536	7.766874095	6.969016441	8.318949947	9.810982555	7.602000511	7.621154093	6.454558504	7.952372599	8.899784575	9.052676472	7.374916373	7.436943373	8.01311002	7.009146329	7.618347369	5.392600921	8.693361424	8.127000049	7.15960739	7.974742787	6.906321463	6.772432293
FBgn0039303	CG11857	CG11857	uncharacterized protein	LOSS	51.83952332	53.95284894	48.59740517	49.66718454	52.27609143	52.99089635	54.84572266	56.11448918	49.60624844	50.4852748	51.62432189	50.27344404	51.50514618	55.66502	41.8947397	44.73927028	51.4624925	47.5619432	48.48102542	51.72762844	44.28732622	45.85228728	52.01328524	43.12861226
FBgn0038751	CG4770	CG4770	uncharacterized protein	LOSS	1.030181207	1.146961877	0.486714657	0.494063166	0.886228255	1.270455329	1.424817586	1.128466272	0.661126167	0.27783502	0.51724431	1.098704032	0.675144449	0.42014158	0.544260541	0.307461914	0.367236279	0.970464955	0.414501501	0.55921173	0.508041489	0.499740842	0.255116983	1.145361966
FBgn0036579	CG5027	CG5027	uncharacterized protein	LOSS	55.65126197	51.92825753	46.84949091	39.24180276	56.93870954	71.65006433	60.05589683	54.53698104	40.9989768	36.11755784	51.19590319	68.86330249	46.55494745	48.89763641	49.46154005	38.24614851	50.53791807	51.99896641	46.91598985	50.19751184	46.99005503	42.44765936	48.27227442	56.5368049
FBgn0036382	CG13737	CG13737	uncharacterized protein	LOSS	1.82296878	1.82859037	1.160079863	1.184954934	1.870021649	2.649603665	2.124331079	2.212269101	1.630598098	0.875598283	1.890365413	2.199750716	1.361115441	2.061713198	2.57285922	1.212504873	1.511358688	2.509707211	1.152620557	1.632773056	1.887922153	0.784742925	1.117326713	2.14984319
FBgn0034485	CG11099	CG11099	uncharacterized protein	LOSS	39.56478995	39.26955446	35.70874893	32.7171707	42.21740262	49.59939234	42.042335	46.39783483	33.15218572	32.10411544	39.59421873	42.89940756	34.68467265	37.51023559	38.75010662	29.12457057	40.95853735	42.30833828	36.68198274	36.41809123	35.06490046	33.40808663	38.19982156	42.19066831
FBgn0033891	CG8067	CG8067	uncharacterized protein	LOSS	13.09153568	10.62904757	9.909594378	11.46646739	12.48814311	12.57546324	12.32249832	12.4257989	10.67391295	10.48697803	11.77184335	11.76712958	12.15961178	10.97220307	11.26339585	12.08183475	11.38551579	10.71443068	13.27170102	11.36537149	9.170311347	12.36227087	12.43945923	9.643362644
FBgn0267693	CR46029	asRNA:CR46029	antisense RNA:CR46029	LOSS	0.878143817	0.769306145	0.666236717	0.634027203	0.808144497	0.808660985	0.939904554	0.834135264	0.714146445	0.608500735	0.561364318	0.676779773	0.704677959	0.679981252	0.870728202	0.625562255	0.653496204	0.89169903	0.539018724	0.809488694	0.640111552	0.597553115	0.739900336	0.685922349
FBgn0035922	CG6486	Pex7	Peroxin 7	LOSS	1.594885145	1.541338805	0.604127755	0.321955719	0.679423139	1.291509677	1.548785017	1.44131306	0.689315424	0.514989185	0.66770315	0.850980623	1.349201889	1.030719243	0.685689114	0.786857439	4.849998116	0.784179002	1.238902	1.399333284	0.577858346	0.612998721	0.465490765	1.020044284
